rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
63,"spotify:track:6rFckZb1cuJYzsZiGHgqks","Karan Aujla, Ikky","52 Bars","Rehaan Records",29,61,697,"19429"
64,"spotify:track:47TuRnXkR7u2yd6usorrAg","Ahsan Javed","KAR KAR MINTAAN","5890474 Records DK",26,68,69,"19384"
65,"spotify:track:51EAvQ6RYU14VwUaMJHsnD","NAYEL, Hasan Raheem","ROOP","D36/Sony Music Entertainment",22,69,343,"19100"
66,"spotify:track:2Dp6icDc5dvYnWvxZOjj75","Karan Aujla, Ikky","I Really Do...","WM Canada",42,70,114,"19079"
67,"spotify:track:0TL0LFcwIBF5eX7arDIKxY","Anuv Jain","Husn","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",1,63,744,"19058"
68,"spotify:track:0NLOLiHF6Ti0QtX5P7gziI","Darshan Raval","Nafrat","Warner Music India",54,65,43,"18431"
69,"spotify:track:0cUdmruT6kjxa5KpteSdwc","Bayaan","Nahin Milta","rearts records",10,66,959,"18223"
70,"spotify:track:7oODxqLHmajTXnGK0hWfj1","Diljit Dosanjh, MixSingh, Raj Ranjodh","Kufar","Diljit Dosanjh",35,67,58,"18139"
71,"spotify:track:610keNiNVTIkYD0CqeSerg","Cheema Y, Gur Sidhu","California Love","Brown Town Music",29,81,920,"18063"
72,"spotify:track:0fAPcsD7qrEAfO2EH0ce4V","Shubh","Aura","SHUBH",4,72,331,"18058"
73,"spotify:track:0OdztoASgKBBNcAgtErk0X","Abdul Hannan, Rovalio","Bikhra","2636621 Records DK",1,71,1309,"18014"
74,"spotify:track:28ww41eaOktVQgXZY4WA9C","Hasan Raheem, Shehryar Khan","Khoj","D36/Sony Music Entertainment",72,73,20,"17724"
75,"spotify:track:5ZGtdGwdocDZDniXHkmnVA","Arijit Singh","Humdard (From ""Ek Villain"")","T-Series",54,78,1193,"17557"
76,"spotify:track:0YQJoDL6f46J0n1rOVkpxJ","Karan Aujla, Ikky","Softly","WM Canada",5,85,824,"17322"
77,"spotify:track:1XwOA83wulFYtimOir6MUL","Guru Randhawa, Gurjit Gill, Lavish Dhiman","AZUL","Warner Music India",24,74,126,"17062"
78,"spotify:track:3JiLQJmVW7d4O8AQDFB3oj","AP Dhillon, Shreya Ghoshal","Thodi Si Daaru","AP Dhillon",5,79,137,"17055"
79,"spotify:track:1lP0yP0eN5Btj0zjFX72r6","Diljit Dosanjh, Sunny Malton, Offgrid, Ranbir Singh","God Bless","Diljit Dosanjh",54,77,51,"17020"
80,"spotify:track:1Ba0n7Acuz2lOEw1XBdMZP","Talwiinder, Vylom","Tera Saath","Talwiinder",55,89,354,"16961"
81,"spotify:track:4eBvRhTJ2AcxCsbfTUjoRp","Shubh","Cheques","SHUBH",2,84,939,"16734"
82,"spotify:track:4bIQXffbALkCC0Xo6aTicP","Shaarib Toshi, Toshi Sabri, Sayeed Quadri","Maahi","Sony Music Entertainment India Pvt. Ltd.",58,82,227,"16725"
83,"spotify:track:0REdqbK0A99eKrYF66zSDO","Samar Jafri","Main Rahun (From ""Parwarish"") [Original Motion Picture Soundtrack]","ARY Digital",12,80,228,"16410"
84,"spotify:track:5FDVyL6VahLO3B4T7xRYD9","Guru Randhawa, Sanjoy, Gill Machhrai","Qatal","Warner Music India",6,76,233,"16398"
85,"spotify:track:5YqHwJeVcLl29QRcoDNmBq","Maanu","4U","Mass Appeal",35,87,1024,"16116"
86,"spotify:track:0XtNMC1jG97ysiIvcAQDGN","Hasan Raheem, Justin Bibis, Shehryar Khan","Memories","D36/Sony Music Entertainment",31,75,205,"16115"
87,"spotify:track:1hA697u7e1jX2XM8sWA6Uy","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","Apna Bana Le","Zee Music Company",2,86,900,"15898"
88,"spotify:track:6ygiy70ujkNOYXM1tQuMNe","Karan Aujla, Ikky, Preston Pablo","Admirin' You (feat. Preston Pablo)","WM Canada",16,88,866,"15586"
89,"spotify:track:4fp8FVTdpieFTQxBwJHqNg","Ali & Shjr, Haider Ali, Ali Raza","Heer","Freebird Records",5,83,314,"15540"
90,"spotify:track:6OUPWxtBj1KaAV7Ku3xgmr","Jevin Gill, Umair, Talha Anjum","REGRETS","rearts records",10,91,443,"15371"
91,"spotify:track:0KSOLEBixnBYIKNHF1VbzF","Atif Aslam, Hadiqa Kiani","Hona Tha Pyar","Tips Music Limited",32,90,671,"15322"
92,"spotify:track:5ZLkihi6DVsHwDL3B8ym1t","Shubh","One Love","SHUBH",1,103,849,"15276"
93,"spotify:track:7AsG1F1eMWd17RYan8M3Wm","AP Dhillon, Shinda Kahlon","Dil Nu","RUN-UP RECORDS",8,96,1162,"15077"
94,"spotify:track:52Zf1kNdojgRkkw39O6vwl","Anuv Jain","Inaam","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",94,-1,1,"14942"
95,"spotify:track:1F2sn8iJA607Xfz1K3d9dJ","Diljit Dosanjh, Avvy Sra, Raj Ranjodh","Charmer","Diljit Dosanjh",66,93,52,"14925"
96,"spotify:track:3WLJ7D5kh44K5eJ1NqZQ6W","Anuv Jain","Baarishein","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",12,95,1309,"14713"
97,"spotify:track:6I8ImLg9xfoVRNmcV83mL6","Zain Zohaib, Adnan Dhool","Oh Sahib - Original Sountrack Of Abdullahpur Ka Devdas","Zain Zohaib",72,99,305,"14650"
98,"spotify:track:7h8GSEQy5SFPfyRZbQAKPj","Raiyan, Twinkle Thareja, raaghavan","Talwinder - Wishes - Remake","raag/havan",24,109,318,"14648"
99,"spotify:track:2EU1TUgOHG4NPiVdTlPSQ7","Bayaan, Sanah Moidutty, Vaibhav Pani","Tere Naal","Bayaan",43,106,355,"14505"
100,"spotify:track:2cPUB8EOT6AfJ8oxhyoNXL","Pritam, Javed Bashir","Ye Tune Kya Kiya","T-Series",35,98,682,"14497"
101,"spotify:track:37Uxo75YZUGjCfV1WnZE4k","Harkirat Sangha, Starboy X","Midnight Call","Harkirat Sangha",69,94,28,"14485"
102,"spotify:track:2lp1Tsn8H6mq0bzXgOeLHY","Abdul Hannan, Kaavish","O Yaara","Giraffe Music",6,101,581,"14451"
103,"spotify:track:1ZriJmDC61hn2z2eajgooI","Afusic, Hasan Raheem, AliSoomroMusic","Kanwal","Afusic",43,92,103,"14446"
104,"spotify:track:6kYoY0PhBelP64UMnhsEZx","Alka Yagnik, Arijit Singh","Agar Tum Saath Ho (From ""Tamasha"")","T-Series",27,108,1268,"14405"
105,"spotify:track:0qheD9ZwdmVKu5ktHXFbb0","Madhur Sharma, Moin, ER","Andaaz e Karam","Universal Music India Pvt Ltd.",99,104,27,"14058"
106,"spotify:track:4Tkb7zsDmsawB7S5TpKQV1","Atif Aslam, Shiraz Uppal","Pehli Dafa","T-Series",73,110,1235,"13909"
107,"spotify:track:6nRGPf5tpeJtKpXZO5cgIT","Aditya Rikhari, UNPLG'd","Paro","Universal Music India Pvt Ltd.",23,118,276,"13851"
108,"spotify:track:4AyKPZ1b7lUlsAOb3aG6tC","Afusic, AliSoomroMusic","Heer","Afusic",20,100,267,"13733"
109,"spotify:track:09tcpqekQgXb87ETaAijXf","Samar Jafri","Hoor","Samar Jafri",27,97,198,"13706"
110,"spotify:track:2TQy6HAI99JYNw2cKGYAE8","Karan Aujla, Ikky","HIM.","WM Canada",59,107,114,"13578"
111,"spotify:track:1ghcBmONc0nN8iKrCVizmg","Hasan Raheem","Adakaari","D36/Sony Music Entertainment",110,112,21,"13555"
112,"spotify:track:6F2M6zx8uXuPo5XAVsbBiV","Maanu, Turhan James","savera","Maanu",42,105,209,"13542"
113,"spotify:track:3K3mo4LoxPKk18oqIC3hQC","Satinder Sartaaj","Udaarian","Saga Music",97,102,101,"13335"
114,"spotify:track:2iNqdCchlUZEgjJbQyZf8T","Kailash Kher, Paresh Kamath, Naresh Kamath","Teri Deewani","Sony Music Entertainment India Pvt. Ltd.",70,129,603,"13240"
115,"spotify:track:7DonHcAdu5FHzLNESEEOuj","Shashwat Sachdev, Shahzad Ali, Subhadeep Das Chowdhury, Armaan Khan, Irshad Kamil, Roshan, Sahir Ludhianvi","Ishq Jalakar - Karvaan","Saregama India Ltd",115,126,6,"13079"
116,"spotify:track:5TZh6RFBz3PUTP56hej65q","Talhah Yunus, Talha Anjum","Afsanay","Young Stunners",25,111,1309,"13060"
117,"spotify:track:65c6VCikt7f5sAS1heoYQC","Bohemia, Sidhu Moose Wala","Same Beef","Saga Music",40,121,1013,"12885"
118,"spotify:track:4MU4Kfkd9EnkArK2ocQyqK","Arijit Singh, Harshdeep Kaur","Zaalima","Zee Music Company",83,130,435,"12792"
119,"spotify:track:2q8rYQmDCRdJlv0efz5K0n","Kaavish, Samra Khan","Baat Unkahi","Kaavish",52,153,87,"12762"
120,"spotify:track:61BlGSnbsC7BNPGNRHOLa1","Talwiinder, 30KEY!","Your Eyes","Talwiinder",88,116,47,"12714"
121,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",30,123,44,"12666"
122,"spotify:track:5MCbGWnNLLjoHpbDO3BOgi","Shashwat Sachdev, Arijit Singh, Irshad Kamil, Armaan Khan","Gehra Hua (From ""Dhurandhar"")","Saregama India Ltd",122,135,6,"12642"
123,"spotify:track:4iFPsNzNV7V9KJgcOX7TEO","Pritam, Atif Aslam","Tu Jaane Na","Tips Music Limited",77,124,1206,"12626"
124,"spotify:track:56zZ48jdyY2oDXHVnwg5Di","Mithoon, Arijit Singh","Tum Hi Ho","T-Series",85,141,966,"12385"
125,"spotify:track:4FeczSomVWVyU4FW7xDeAI","A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan","Tere Bina","Sony Music Entertainment India Pvt. Ltd.",63,114,233,"12377"
126,"spotify:track:7292h5pidNaLfrse63T3dQ","Shilpa Rao, Noori","Par Chanaa De (Coke Studio Season 9)","Mainstage Productions",24,128,197,"12320"
127,"spotify:track:1GFQthxDi4Tqe3wJ5j0G5S","Mithoon, Arijit Singh","Dhun (From ""Saiyaara"")","YRF Music",35,117,146,"12205"
128,"spotify:track:1UWacd8x8tPPwmrPB1MoBI","Pritam, Arijit Singh","Ae Dil Hai Mushkil Title Track","Sony Music Entertainment India Pvt. Ltd.",96,120,662,"12199"
129,"spotify:track:5WncH5iZ5GFlnXm7jKEXVP","Pritam, KK, Sayeed Quadri","Labon Ko","T-Series",85,127,244,"12138"
130,"spotify:track:1As2Jo89VTF9V3D6GuOPr9","Gajendra Verma","Mann Mera - Original Version","Sony Music / EROS Music",57,140,166,"12120"
131,"spotify:track:3zSSCPpLZ5Oc8nelhhGjKz","AUR","Tu hai kahan","Sony Music Middle East / South Asia",1,131,799,"12112"
132,"spotify:track:0FBQ4NrrHUbR9kus7rzrOj","Atif Aslam","Dil Diyan Gallan","YRF Music",77,138,1123,"12060"
133,"spotify:track:0C8SMUhJhFXzr4PICotjyB","AUR","Chal Diye Tum Kahan (From ""Kabhi Main Kabhi Tum"")","ARY DIGITAL",4,119,502,"11926"
134,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",17,115,215,"11888"
135,"spotify:track:1kKnxDBA03jTlAuZvkIB8r","Samar Jafri, Alistair Alvin","Guzaarishein (From ""Parwarish"") - Original Motion Picture Soundtrack","ARY Digital",14,113,205,"11873"
136,"spotify:track:1xofPJhZcfJCc66P1UAh28","Karan Aujla, Ikky","7.7 Magnitude","WM Canada",67,125,114,"11850"
137,"spotify:track:4yNtO1F3flXZ4v3Ry1MzuP","Umair, Abdullah Maharvi, Talha Anjum","COME THROUGH (feat. Abdullah Maharvi & Talha Anjum)","Sony Music Middle East / South Asia",8,139,595,"11848"
138,"spotify:track:4CrU2QRv3leVXjHuExztm4","Talha Anjum, Umair","HAWA ANEY DE","Kattar Karachi Productions",68,122,18,"11760"
139,"spotify:track:0dLbrlAVPPjpPqnYfmJsWk","Pritam, Atif Aslam, Alisha Chinai","Tera Hone Laga Hoon","Tips Music Limited",71,143,1269,"11745"
140,"spotify:track:0RWLe6Dx5cWyPuB1sw6eWf","Jasmine Sandlas, Mofusion","LAAVAN","Warner Music India",66,133,184,"11697"
141,"spotify:track:7KmCQLSSde0UX5OqCgvGN9","Karan Aujla","ANTIDOTE","Karan Aujla/Rehaan Records",29,148,500,"11672"
142,"spotify:track:4VxTzYm00mg82MuoT35Ja7","Tyla","CHANEL","Epic",136,136,5,"11645"
143,"spotify:track:5VrLz2NUTLbPzgjuVOjxUx","Atif Aslam, Jal, Mithoon","Aadat - From ""Kalyug""","Vishesh Films",68,144,457,"11623"
144,"spotify:track:5GTKYA7UTjPFNmIjaQ0wQ7","Kaavish","Daikho","Geo Entertainment",87,132,58,"11609"
145,"spotify:track:6flQ5XJKj5qIhpxSHOd3jC","A.R. Rahman, Faheem Abdullah, Irshad Kamil","Aawaara Angaara","T-Series",97,134,14,"11607"
146,"spotify:track:2xFg6AyHkXFruGxRjy7Uzn","Karan Aujla","On Top","Karan Aujla Music",41,145,1088,"11576"
147,"spotify:track:29m79w9xPMH4YCD6r8JSmV","AP Dhillon, Gurinder Gill, Intense","Excuses","RUN-UP RECORDS",5,149,1309,"11563"
148,"spotify:track:0U8xGuKNtRz2PWVGaLjJ8V","Abdul Hannan, Hasan Raheem, Shahmeer Raza Khan","Zaalima","Abdul Hannan Music",49,159,528,"11485"
149,"spotify:track:5KqkyLiact4SHIsHa0c45H","Hasan Raheem, Shehryar Khan","FWM","D36/Sony Music Entertainment",46,150,58,"11420"
150,"spotify:track:2A7uwnEzSin7nf0498AE3x","The Rish, Shilpa Rao","Barbaad Reprise - Female","YRF Music",99,142,91,"11353"
151,"spotify:track:5xlYVZxEwriP6hetG7QJw7","AP Dhillon","Old Money","AP Dhillon",3,146,492,"11349"
152,"spotify:track:6xHPBEvcG0RQDfyTq7jc8P","Cheema Y, Gur Sidhu","Young G.O.A.T","Brown Town Music",66,147,263,"11322"
153,"spotify:track:08Isz2ETWSBhvIl8UpKYsp","Shubh","No Love","SHUBH",2,152,1302,"11244"
154,"spotify:track:0ShD5dxdAfDHx01sm20ybX","Atif Aslam","Meri Kahani","Tips Music Limited",105,137,53,"11181"
155,"spotify:track:6VOwPPenagLmIJ679Nx2ZS","Samar Jafri","Karde Karam Tu (From ""Parwarish"")","ARY Digital",16,167,145,"10810"
156,"spotify:track:4bD9z9qa4qg9BhryvYWB7c","Pritam, Tochi Raina, Rekha Bhardwaj","Kabira","T-Series",95,170,771,"10751"
157,"spotify:track:0gHProQhPc0YQ2pDfGuIjn","Baggh-e SMG, BIG KAY SMG, Farmaan SMG","Bexley .Road","Mass Appeal",103,157,230,"10744"
158,"spotify:track:3Kl8p2PxVf8eAayLwTxOIm","Pritam, KK, Sayeed Quadri","Dil Ibaadat","Sony Music Entertainment India Pvt. Ltd.",69,168,222,"10702"
159,"spotify:track:18YHbIhrleUkKKj2DvEp79","Pritam, KK, Sayeed Quadri","Zara Sa","Sony Music Entertainment India Pvt. Ltd.",42,155,201,"10659"
160,"spotify:track:3OLFqbd9ZeVjaUKTiaLsD6","Pritam, Javed Ali, Irshan Ashraf, Shadab, Sayeed Quadri","Tu Hi Haqeeqat","Sony Music Entertainment India Pvt. Ltd.",95,173,203,"10533"
161,"spotify:track:0YRpv07J0y7J73X87efpia","Maan Panu","I’m Done. - I-Popstar: Vol. 1","Warner Music India",72,151,47,"10490"
162,"spotify:track:5yqr66QIdRvhh5cxjgpkJh","Talha Anjum, Umair","Downers at Dusk","Mass Appeal",15,158,1010,"10480"
163,"spotify:track:6GQK4G5o60E8YA18DGpAzv","Harshit Saxena, Sayeed Quadri","Hale Dil","T-Series",89,161,326,"10339"
164,"spotify:track:5lKE040hUfDAKOR8HLG92p","Sachin-Jigar, Atif Aslam","Jeena Jeena","Sony Music / EROS Music",62,181,752,"10266"
165,"spotify:track:0NXnuTqFQHDsbEIoKIAVCN","Josh Brar, Kinza Hashmi","Tere Bina Na Guzara E","Times Music – Speed Records",21,164,349,"10255"
166,"spotify:track:0OLTYqD8FpjkLsxJmdWmgi","Sachet-Parampara, Sachet Tandon, Parampara Tandon, Irshad Kamil, Prashant Pandey","Humsafar (From ""Saiyaara"")","YRF Music",38,163,135,"10187"
167,"spotify:track:1uRTH9LeFh40tFYlq48vcy","Tanishk Bagchi, Faheem Abdullah, Arslan Nizami, Shreya Ghoshal, Irshad Kamil","Saiyaara Reprise - Female","YRF Music",8,169,147,"10133"
168,"spotify:track:6G8vN5EUtcDxOXOXadF6kp","Vishal Mishra, Hansika Pareek, Raj Shekhar","Tum Ho Toh (From ""Saiyaara"")","YRF Music",51,166,145,"10106"
169,"spotify:track:4IIg4twkJaUIqzWExUnPaZ","Waymaker","Mafia Life Sidhu Gurbaz","Waymaker",111,183,20,"10099"
170,"spotify:track:4XxfOvudrnBRdlgzEaq1sd","Diljit Dosanjh","Born to Shine","FAMOUS STUDIOS INC",9,160,724,"9982"
171,"spotify:track:0EH7sgeiFqDa3eS7ieW2zs","Vishal-Shekhar, Akon, Hamsika Iyer, Vishal Dadlani, Niranjan Iyengar","Chammak Challo","T-Series",114,179,144,"9948"
172,"spotify:track:4gAYB5yzeYrQ0jz13FmFOV","Talwiinder, Push Kahlon, Rippy Grewal","Kaatilana","Talwiinder",93,184,20,"9885"
173,"spotify:track:6DefzsWqnwrFrmNVnJxWkS","Asim Azhar, Kunaal Vermaa","Jo Tu Na Mila","Universal Music India Pvt Ltd.",28,162,1277,"9871"
174,"spotify:track:2mt3QHYbKBMdSTIfzSFsYH","AP Dhillon, Shinda Kahlon","By My Side","AP Dhillon",151,154,33,"9838"
175,"spotify:track:3h6Xvd0lISog6GxTk4X6MK","Arijit Singh","Uska Hi Banana (From ""1920 Evil Returns"")","T-Series",102,178,57,"9792"
176,"spotify:track:3f8t2LZGYtdNQh8SNEiZcG","Imran Khan","Amplifier","Prestige Records",85,-1,889,"9770"
177,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",28,156,1236,"9720"
178,"spotify:track:1ghepwZ9kWOOssgYaG2OlI","SARRB, Starboy X","Zulfaan","NorthWest Music",62,171,801,"9698"
