rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
14,"spotify:track:4Qm7r3ImER8S2Ori1gLMAf","Anuv Jain, AP Dhillon","Afsos","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain, AP DHILLON INC/Republic Records)",1,16,320,"41325"
15,"spotify:track:0eLtIxPRNJfsmehITZ1qaJ","Aditya Rikhari","Sahiba","T-Series",1,14,167,"40536"
16,"spotify:track:75OSVIdR2KPpEmViMt8MX2","Afusic, Talwiinder, AliSoomroMusic","Pal Pal (with Talwiinder)","Afusic",3,15,249,"40324"
17,"spotify:track:1hlbywc8Jhl1FFqJxAMabE","Faheem Abdullah, Rauhan Malik, Amir Ameer","Ishq","Artiste First",1,17,643,"39731"
18,"spotify:track:40MgoUXdjPRk27R1Fp7EAp","Umair, Hasan Raheem","OBVIOUS (feat. Hasan Raheem)","Sony Music Middle East / South Asia",11,23,397,"36886"
19,"spotify:track:1bMkimTb47umgNP6xCi4A1","Anuv Jain","Arz Kiya Hai | Coke Studio Bharat","Universal Music India Pvt Ltd.",1,20,118,"36777"
20,"spotify:track:5ThyDv6aRVU8AH4vXQNldF","Kushagra, Bharath, Saaheal","Finding Her","EYP Creations",5,18,276,"36600"
21,"spotify:track:2ZzZ2qwZBWlDKs420hhloc","Bayaan, Hasan Raheem, Rovalio","Maand","Bayaan",1,21,367,"34584"
22,"spotify:track:5SSZtFWdrmFV4MxtlRA13N","Tanishk Bagchi, Faheem Abdullah, Arslan Nizami, Irshad Kamil","Saiyaara","YRF Music",1,19,180,"34529"
23,"spotify:track:0eCajpR75pDW0r64U6hP2x","Anuv Jain","Jo Tum Mere Ho","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",1,22,499,"34232"
24,"spotify:track:0S4PcH3EYQYIeLs6nLOpF1","Navaan Sandhu, Bir, Daaku","Deewane","Universal Music India Pvt Ltd.",20,25,73,"32826"
25,"spotify:track:1N5IwvKPg7PZeGi9Pvzvdo","Asim Azhar","Regardless","Asim Azhar",3,24,179,"31456"
26,"spotify:track:4d2jV5fmX6hbRwaRbY39dt","Karan Aujla, Jay Trak","Wavy","Karan Aujla Music",1,26,396,"28788"
27,"spotify:track:7wGgYAOMhhRObOGdWlJ9Hi","Talha Anjum, Umair","Departure Lane","Mass Appeal",1,27,383,"28055"
28,"spotify:track:5KLohKNLMLibqnG0FdmbvX","Karan Aujla, Ikky","MF Gabhru!","WM Canada",13,28,137,"25976"
29,"spotify:track:5PetOhEX9N0oyBB0Keqobv","Faheem Abdullah, Duha Shah, Vaibhav Pani, Hyder Dar","Ehsaas","Universal Music India Pvt Ltd.",12,30,170,"25443"
30,"spotify:track:4BGfzLrK6lgvKDjKSU7wrN","Faheem Abdullah, Huzaif Nazar","Sajde","Artiste First",5,36,207,"24478"
31,"spotify:track:0xlWd9o8yjKpJ02WJy79kZ","Atif Aslam, Shreya Ghoshal","Tere Liye","Tips Music Limited",31,32,209,"24441"
32,"spotify:track:5UGrftqh9U3zKQUt3vs7Ob","Shubh","Supreme","Shubh",2,29,242,"24220"
33,"spotify:track:0mWYexF10TClNnseYf009u","Hasan Raheem, Shehryar Khan","Nashe Me Hun","D36/Sony Music Entertainment",33,38,67,"24093"
34,"spotify:track:3FqtduiaqnFYvBgKuc6QWQ","Karan Aujla, Seshnolan","Winning Speech","Karan Aujla",4,35,578,"23905"
35,"spotify:track:5J9L7IbadCt0ivs9xmNrr0","Zain Zohaib","Ranjheya Ve","Zain Zohaib",14,34,328,"22955"
36,"spotify:track:5xKr4HfdnYLMDmAJZkOuBc","Shashwat Sachdev, Hanumankind, Jasmine Sandlas, Sudhir Yaduvanshi, Charanjit Ahuja, Muhammad Sadiq, Ranjit Kaur, Babu Singh Maan","Dhurandhar - Title Track (From ""Dhurandhar"")","Saregama India Ltd",32,39,12,"22919"
37,"spotify:track:5IvGrMBjvL25j42aIKDvZ9","Samar Jafri","Chalo Door Kahin","Samar Jafri",11,41,59,"22583"
38,"spotify:track:1d5lpW3gUyq537iuyrb9Lf","Aditya Rikhari","Samjho Na","CollabX Productions",4,31,1311,"22087"
39,"spotify:track:7Csa4PStpuYIfUqNMKQ4V8","The Rish, Jubin Nautiyal","Barbaad (From ""Saiyaara"")","YRF Music",19,40,149,"22043"
40,"spotify:track:2JgTFjNOi9fsXsnmANnYWu","Talwiinder, Vision","Nasha","Talwiinder",28,33,867,"21879"
41,"spotify:track:6JB0h4leDJ4Akabtu42Epd","Kaavish","Tere Pyar Main","Geo Entertainment",19,53,457,"21522"
42,"spotify:track:5XseQZ9TGr06Rv1Ye6wCu0","Yashraj, Dropped Out, Talwiinder","Dhundhala","Universal Music India Pvt. Ltd. (on behalf of Yashraj)",7,37,1064,"21086"
43,"spotify:track:05Xd5LJpv6cKDUavCg2EWh","Zeeshan Ali","Sajna da Dil Torya","ARY Digital",5,44,422,"21049"
44,"spotify:track:0Q9rHyEG7lME4y2Fqtuxgl","sufr, Arpit Bala, toorjo dey","bargad","Sony Music India / Brown",44,52,21,"20758"
45,"spotify:track:3anHs4ijBd3Iw0E0fBPwtH","Ashish Bhatia, Omkar Singh, Kashish Ratnani","Kashish","Sony Music India / Nine",11,45,159,"20667"
46,"spotify:track:7EpVfR8TL9o3k4wIo4oqw1","Nehaal Naseem, Haider Ali","Pyaar Kyun Banaya","Nehaal Naseem",46,47,19,"20579"
47,"spotify:track:6YNl1rXbhKvmbMrw9cp3RQ","Kaavish, Quratulain Balouch","Faasle","Mainstage Productions",17,42,787,"20539"
48,"spotify:track:0oOVxu88I7Bj9jjDnXVRus","Hasan Raheem, Umair","Radha","1698613 Records DK2",21,56,281,"20451"
49,"spotify:track:3QsGq1Xd1n8qc9hwSPzQgj","Guru Randhawa, Kiran Bajwa, Rony Ajnali","Sirra","Warner Music India",10,50,148,"20377"
50,"spotify:track:1dlCoq7vdDnuAzo3DYPTY4","Karan Aujla, Ikky","Daytona","WM Canada",35,61,116,"20006"
51,"spotify:track:4yQQJ9Tj3DDYG3zgHhEgtq","Asim Azhar, Qirat Haider","Baat (From ""Meem Se Mohabbat"")","HUM Network Limited",12,48,310,"19940"
52,"spotify:track:47TuRnXkR7u2yd6usorrAg","Ahsan Javed","KAR KAR MINTAAN","5890474 Records DK",26,63,71,"19846"
53,"spotify:track:44LaY2y6wRRlSRjsqbKnuU","Maanu, Annural Khalid, Abdullah Siddiqui","Jhol - Acoustic","Maanu",16,49,314,"19718"
54,"spotify:track:1JioaCninhpfY1filFEIZi","AP Dhillon, Shinda Kahlon","STFU","AP Dhillon",4,46,228,"19698"
55,"spotify:track:2KQBM1PYjg2ZpeA5xbTjrJ","Cheema Y, Gur Sidhu","Tutor","Brown Town Music",28,54,64,"19576"
56,"spotify:track:0q5e5KtUOhYQujmhLP0pKd","Paresh Pahuja, Shiv Tandan, Meghdeep Bose","Dooron Dooron","Paresh Pahuja",50,51,105,"19242"
57,"spotify:track:5i2jG0ScOY5B40sTHMeb08","Sidhu Moose Wala, The Kidd","Barota","Sidhu Moose Wala",28,55,18,"19238"
58,"spotify:track:1SPuc7uit9YBlua4eaVz06","Talwiinder","Gallan 4","Talwiinder",43,43,430,"18887"
59,"spotify:track:3nKO2BajBQ1wNJd5f2eJhw","Shubh","Balenci","Shubh",21,59,115,"18820"
60,"spotify:track:0mwAlZqPUWpZJIut93y40W","Gajendra Verma","Mann Mera","Sony Music / EROS Music",33,58,1032,"18487"
61,"spotify:track:0TL0LFcwIBF5eX7arDIKxY","Anuv Jain","Husn","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",1,62,746,"18432"
62,"spotify:track:4vHRQnzGcKEtqsLH70tAms","Sachet-Parampara, Parampara Tandon, Kausar Munir","Raanjhan (From ""Do Patti"")","T-Series",4,57,419,"18422"
63,"spotify:track:28ww41eaOktVQgXZY4WA9C","Hasan Raheem, Shehryar Khan","Khoj","D36/Sony Music Entertainment",63,77,22,"18087"
64,"spotify:track:2Dp6icDc5dvYnWvxZOjj75","Karan Aujla, Ikky","I Really Do...","WM Canada",42,64,116,"18083"
65,"spotify:track:0NLOLiHF6Ti0QtX5P7gziI","Darshan Raval","Nafrat","Warner Music India",54,71,45,"17820"
66,"spotify:track:5fBghXeYCGIEVuExKytoJ9","Shubh","Fell For You","SHUBH",10,60,333,"17747"
67,"spotify:track:51EAvQ6RYU14VwUaMJHsnD","NAYEL, Hasan Raheem","ROOP","D36/Sony Music Entertainment",22,69,345,"17694"
68,"spotify:track:0cUdmruT6kjxa5KpteSdwc","Bayaan","Nahin Milta","rearts records",10,65,961,"17232"
69,"spotify:track:6rFckZb1cuJYzsZiGHgqks","Karan Aujla, Ikky","52 Bars","Rehaan Records",29,68,699,"17197"
70,"spotify:track:1Ae2O8GhTe5KiDrrurzm41","Karan Aujla, Ikky","At Peace","WM Canada",14,76,173,"16830"
71,"spotify:track:0OdztoASgKBBNcAgtErk0X","Abdul Hannan, Rovalio","Bikhra","2636621 Records DK",1,67,1311,"16420"
72,"spotify:track:6ygiy70ujkNOYXM1tQuMNe","Karan Aujla, Ikky, Preston Pablo","Admirin' You (feat. Preston Pablo)","WM Canada",16,89,868,"16242"
73,"spotify:track:7oODxqLHmajTXnGK0hWfj1","Diljit Dosanjh, MixSingh, Raj Ranjodh","Kufar","Diljit Dosanjh",35,66,60,"16238"
74,"spotify:track:0fAPcsD7qrEAfO2EH0ce4V","Shubh","Aura","SHUBH",4,78,333,"16138"
75,"spotify:track:0YQJoDL6f46J0n1rOVkpxJ","Karan Aujla, Ikky","Softly","WM Canada",5,70,826,"15993"
76,"spotify:track:52Zf1kNdojgRkkw39O6vwl","Anuv Jain","Inaam","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",72,72,3,"15975"
77,"spotify:track:610keNiNVTIkYD0CqeSerg","Cheema Y, Gur Sidhu","California Love","Brown Town Music",29,73,922,"15911"
78,"spotify:track:2lp1Tsn8H6mq0bzXgOeLHY","Abdul Hannan, Kaavish","O Yaara","Giraffe Music",6,87,583,"15902"
79,"spotify:track:5ZGtdGwdocDZDniXHkmnVA","Arijit Singh","Humdard (From ""Ek Villain"")","T-Series",54,74,1195,"15880"
80,"spotify:track:4eBvRhTJ2AcxCsbfTUjoRp","Shubh","Cheques","SHUBH",2,75,941,"15694"
81,"spotify:track:1XwOA83wulFYtimOir6MUL","Guru Randhawa, Gurjit Gill, Lavish Dhiman","AZUL","Warner Music India",24,80,128,"15576"
82,"spotify:track:1hA697u7e1jX2XM8sWA6Uy","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","Apna Bana Le","Zee Music Company",2,81,902,"15443"
83,"spotify:track:0XtNMC1jG97ysiIvcAQDGN","Hasan Raheem, Justin Bibis, Shehryar Khan","Memories","D36/Sony Music Entertainment",31,86,207,"15339"
84,"spotify:track:7AsG1F1eMWd17RYan8M3Wm","AP Dhillon, Shinda Kahlon","Dil Nu","RUN-UP RECORDS",8,90,1164,"15331"
85,"spotify:track:1Ba0n7Acuz2lOEw1XBdMZP","Talwiinder, Vylom","Tera Saath","Talwiinder",55,79,356,"15303"
86,"spotify:track:4fp8FVTdpieFTQxBwJHqNg","Ali & Shjr, Haider Ali, Ali Raza","Heer","Freebird Records",5,83,316,"15202"
87,"spotify:track:0KSOLEBixnBYIKNHF1VbzF","Atif Aslam, Hadiqa Kiani","Hona Tha Pyar","Tips Music Limited",32,84,673,"15099"
88,"spotify:track:6OUPWxtBj1KaAV7Ku3xgmr","Jevin Gill, Umair, Talha Anjum","REGRETS","rearts records",10,93,445,"14912"
89,"spotify:track:5FDVyL6VahLO3B4T7xRYD9","Guru Randhawa, Sanjoy, Gill Machhrai","Qatal","Warner Music India",6,97,235,"14796"
90,"spotify:track:1ZriJmDC61hn2z2eajgooI","Afusic, Hasan Raheem, AliSoomroMusic","Kanwal","Afusic",43,106,105,"14773"
91,"spotify:track:0REdqbK0A99eKrYF66zSDO","Samar Jafri","Main Rahun (From ""Parwarish"") [Original Motion Picture Soundtrack]","ARY Digital",12,85,230,"14766"
92,"spotify:track:1lP0yP0eN5Btj0zjFX72r6","Diljit Dosanjh, Sunny Malton, Offgrid, Ranbir Singh","God Bless","Diljit Dosanjh",54,91,53,"14751"
93,"spotify:track:3JiLQJmVW7d4O8AQDFB3oj","AP Dhillon, Shreya Ghoshal","Thodi Si Daaru","AP Dhillon",5,82,139,"14352"
94,"spotify:track:7DonHcAdu5FHzLNESEEOuj","Shashwat Sachdev, Shahzad Ali, Subhadeep Das Chowdhury, Armaan Khan, Irshad Kamil, Roshan, Sahir Ludhianvi","Ishq Jalakar - Karvaan","Saregama India Ltd",94,115,8,"14229"
95,"spotify:track:2cPUB8EOT6AfJ8oxhyoNXL","Pritam, Javed Bashir","Ye Tune Kya Kiya","T-Series",35,94,684,"14185"
96,"spotify:track:37Uxo75YZUGjCfV1WnZE4k","Harkirat Sangha, Starboy X","Midnight Call","Harkirat Sangha",69,96,30,"14082"
97,"spotify:track:1F2sn8iJA607Xfz1K3d9dJ","Diljit Dosanjh, Avvy Sra, Raj Ranjodh","Charmer","Diljit Dosanjh",66,102,54,"13939"
98,"spotify:track:09tcpqekQgXb87ETaAijXf","Samar Jafri","Hoor","Samar Jafri",27,103,200,"13904"
99,"spotify:track:4bIQXffbALkCC0Xo6aTicP","Shaarib Toshi, Toshi Sabri, Sayeed Quadri","Maahi","Sony Music Entertainment India Pvt. Ltd.",58,88,229,"13876"
100,"spotify:track:5ZLkihi6DVsHwDL3B8ym1t","Shubh","One Love","SHUBH",1,92,851,"13686"
101,"spotify:track:4Tkb7zsDmsawB7S5TpKQV1","Atif Aslam, Shiraz Uppal","Pehli Dafa","T-Series",73,95,1237,"13652"
102,"spotify:track:5YqHwJeVcLl29QRcoDNmBq","Maanu","4U","Mass Appeal",35,98,1026,"13543"
103,"spotify:track:1ghcBmONc0nN8iKrCVizmg","Hasan Raheem","Adakaari","D36/Sony Music Entertainment",103,122,23,"13493"
104,"spotify:track:5MCbGWnNLLjoHpbDO3BOgi","Shashwat Sachdev, Arijit Singh, Irshad Kamil, Armaan Khan","Gehra Hua (From ""Dhurandhar"")","Saregama India Ltd",104,114,8,"13396"
105,"spotify:track:6kYoY0PhBelP64UMnhsEZx","Alka Yagnik, Arijit Singh","Agar Tum Saath Ho (From ""Tamasha"")","T-Series",27,99,1270,"13348"
106,"spotify:track:0qheD9ZwdmVKu5ktHXFbb0","Madhur Sharma, Moin, ER","Andaaz e Karam","Universal Music India Pvt Ltd.",99,108,29,"13238"
107,"spotify:track:2EU1TUgOHG4NPiVdTlPSQ7","Bayaan, Sanah Moidutty, Vaibhav Pani","Tere Naal","Bayaan",43,124,357,"13193"
108,"spotify:track:2iNqdCchlUZEgjJbQyZf8T","Kailash Kher, Paresh Kamath, Naresh Kamath","Teri Deewani","Sony Music Entertainment India Pvt. Ltd.",70,105,605,"12956"
109,"spotify:track:4iFPsNzNV7V9KJgcOX7TEO","Pritam, Atif Aslam","Tu Jaane Na","Tips Music Limited",77,118,1208,"12815"
110,"spotify:track:4FeczSomVWVyU4FW7xDeAI","A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan","Tere Bina","Sony Music Entertainment India Pvt. Ltd.",63,112,235,"12806"
111,"spotify:track:6F2M6zx8uXuPo5XAVsbBiV","Maanu, Turhan James","savera","Maanu",42,125,211,"12494"
112,"spotify:track:7h8GSEQy5SFPfyRZbQAKPj","Raiyan, Twinkle Thareja, raaghavan","Talwinder - Wishes - Remake","raag/havan",24,100,320,"12307"
113,"spotify:track:56zZ48jdyY2oDXHVnwg5Di","Mithoon, Arijit Singh","Tum Hi Ho","T-Series",85,111,968,"12242"
114,"spotify:track:6I8ImLg9xfoVRNmcV83mL6","Zain Zohaib, Adnan Dhool","Oh Sahib - Original Sountrack Of Abdullahpur Ka Devdas","Zain Zohaib",72,104,307,"12236"
115,"spotify:track:5TZh6RFBz3PUTP56hej65q","Talhah Yunus, Talha Anjum","Afsanay","Young Stunners",25,116,1311,"12227"
116,"spotify:track:4AyKPZ1b7lUlsAOb3aG6tC","Afusic, AliSoomroMusic","Heer","Afusic",20,117,269,"12174"
117,"spotify:track:65c6VCikt7f5sAS1heoYQC","Bohemia, Sidhu Moose Wala","Same Beef","Saga Music",40,109,1015,"12149"
118,"spotify:track:3K3mo4LoxPKk18oqIC3hQC","Satinder Sartaaj","Udaarian","Saga Music",97,101,103,"12105"
119,"spotify:track:4MU4Kfkd9EnkArK2ocQyqK","Arijit Singh, Harshdeep Kaur","Zaalima","Zee Music Company",83,119,437,"12063"
120,"spotify:track:2TQy6HAI99JYNw2cKGYAE8","Karan Aujla, Ikky","HIM.","WM Canada",59,113,116,"12044"
121,"spotify:track:3WLJ7D5kh44K5eJ1NqZQ6W","Anuv Jain","Baarishein","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",12,107,1311,"12015"
122,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",30,129,46,"12000"
123,"spotify:track:6nRGPf5tpeJtKpXZO5cgIT","Aditya Rikhari, UNPLG'd","Paro","Universal Music India Pvt Ltd.",23,110,278,"11864"
124,"spotify:track:2q8rYQmDCRdJlv0efz5K0n","Kaavish, Samra Khan","Baat Unkahi","Kaavish",52,132,89,"11777"
125,"spotify:track:7KmCQLSSde0UX5OqCgvGN9","Karan Aujla","ANTIDOTE","Karan Aujla/Rehaan Records",29,128,502,"11740"
126,"spotify:track:5GTKYA7UTjPFNmIjaQ0wQ7","Kaavish","Daikho","Geo Entertainment",87,140,60,"11680"
127,"spotify:track:1UWacd8x8tPPwmrPB1MoBI","Pritam, Arijit Singh","Ae Dil Hai Mushkil Title Track","Sony Music Entertainment India Pvt. Ltd.",96,123,664,"11528"
128,"spotify:track:5KqkyLiact4SHIsHa0c45H","Hasan Raheem, Shehryar Khan","FWM","D36/Sony Music Entertainment",46,148,60,"11507"
129,"spotify:track:5WncH5iZ5GFlnXm7jKEXVP","Pritam, KK, Sayeed Quadri","Labon Ko","T-Series",85,146,246,"11492"
130,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",17,138,217,"11465"
131,"spotify:track:1xofPJhZcfJCc66P1UAh28","Karan Aujla, Ikky","7.7 Magnitude","WM Canada",67,143,116,"11462"
132,"spotify:track:0C8SMUhJhFXzr4PICotjyB","AUR","Chal Diye Tum Kahan (From ""Kabhi Main Kabhi Tum"")","ARY DIGITAL",4,126,504,"11442"
133,"spotify:track:61BlGSnbsC7BNPGNRHOLa1","Talwiinder, 30KEY!","Your Eyes","Talwiinder",88,134,49,"11427"
134,"spotify:track:3zSSCPpLZ5Oc8nelhhGjKz","AUR","Tu hai kahan","Sony Music Middle East / South Asia",1,120,801,"11421"
135,"spotify:track:4CrU2QRv3leVXjHuExztm4","Talha Anjum, Umair","HAWA ANEY DE","Kattar Karachi Productions",68,154,20,"11340"
136,"spotify:track:29m79w9xPMH4YCD6r8JSmV","AP Dhillon, Gurinder Gill, Intense","Excuses","RUN-UP RECORDS",5,145,1311,"11232"
137,"spotify:track:1GFQthxDi4Tqe3wJ5j0G5S","Mithoon, Arijit Singh","Dhun (From ""Saiyaara"")","YRF Music",35,130,148,"11222"
138,"spotify:track:1kKnxDBA03jTlAuZvkIB8r","Samar Jafri, Alistair Alvin","Guzaarishein (From ""Parwarish"") - Original Motion Picture Soundtrack","ARY Digital",14,127,207,"11100"
139,"spotify:track:0dLbrlAVPPjpPqnYfmJsWk","Pritam, Atif Aslam, Alisha Chinai","Tera Hone Laga Hoon","Tips Music Limited",71,121,1271,"11098"
140,"spotify:track:2A7uwnEzSin7nf0498AE3x","The Rish, Shilpa Rao","Barbaad Reprise - Female","YRF Music",99,155,93,"11024"
141,"spotify:track:0FBQ4NrrHUbR9kus7rzrOj","Atif Aslam","Dil Diyan Gallan","YRF Music",77,133,1125,"10991"
142,"spotify:track:0RWLe6Dx5cWyPuB1sw6eWf","Jasmine Sandlas, Mofusion","LAAVAN","Warner Music India",66,139,186,"10979"
143,"spotify:track:1As2Jo89VTF9V3D6GuOPr9","Gajendra Verma","Mann Mera - Original Version","Sony Music / EROS Music",57,135,168,"10942"
144,"spotify:track:7292h5pidNaLfrse63T3dQ","Shilpa Rao, Noori","Par Chanaa De (Coke Studio Season 9)","Mainstage Productions",24,131,199,"10939"
145,"spotify:track:5lKE040hUfDAKOR8HLG92p","Sachin-Jigar, Atif Aslam","Jeena Jeena","Sony Music / EROS Music",62,152,754,"10918"
146,"spotify:track:0U8xGuKNtRz2PWVGaLjJ8V","Abdul Hannan, Hasan Raheem, Shahmeer Raza Khan","Zaalima","Abdul Hannan Music",49,141,530,"10831"
147,"spotify:track:08Isz2ETWSBhvIl8UpKYsp","Shubh","No Love","SHUBH",2,136,1304,"10801"
148,"spotify:track:6flQ5XJKj5qIhpxSHOd3jC","A.R. Rahman, Faheem Abdullah, Irshad Kamil","Aawaara Angaara","T-Series",97,142,16,"10778"
149,"spotify:track:0ShD5dxdAfDHx01sm20ybX","Atif Aslam","Meri Kahani","Tips Music Limited",105,157,55,"10761"
150,"spotify:track:5VrLz2NUTLbPzgjuVOjxUx","Atif Aslam, Jal, Mithoon","Aadat - From ""Kalyug""","Vishesh Films",68,137,459,"10745"
151,"spotify:track:18YHbIhrleUkKKj2DvEp79","Pritam, KK, Sayeed Quadri","Zara Sa","Sony Music Entertainment India Pvt. Ltd.",42,156,203,"10678"
152,"spotify:track:6GQK4G5o60E8YA18DGpAzv","Harshit Saxena, Sayeed Quadri","Hale Dil","T-Series",89,174,328,"10662"
153,"spotify:track:4VxTzYm00mg82MuoT35Ja7","Tyla","CHANEL","Epic",136,153,7,"10648"
154,"spotify:track:3Kl8p2PxVf8eAayLwTxOIm","Pritam, KK, Sayeed Quadri","Dil Ibaadat","Sony Music Entertainment India Pvt. Ltd.",69,149,224,"10404"
155,"spotify:track:5zK7gzWMZlT4TUf2iN2Wjw","Osho Jain","Dekha Hi Nahi","Osho Jain",155,170,4,"10261"
156,"spotify:track:2xFg6AyHkXFruGxRjy7Uzn","Karan Aujla","On Top","Karan Aujla Music",41,158,1090,"10238"
157,"spotify:track:1XTijOjVgekZjRXwgJ2VSE","Murtaza Qizilbash","Bhool","Soup Kitchen",157,198,8,"10220"
158,"spotify:track:2mt3QHYbKBMdSTIfzSFsYH","AP Dhillon, Shinda Kahlon","By My Side","AP Dhillon",151,171,35,"10020"
159,"spotify:track:6xHPBEvcG0RQDfyTq7jc8P","Cheema Y, Gur Sidhu","Young G.O.A.T","Brown Town Music",66,144,265,"9968"
160,"spotify:track:0YRpv07J0y7J73X87efpia","Maan Panu","I’m Done. - I-Popstar: Vol. 1","Warner Music India",72,159,49,"9903"
161,"spotify:track:4yNtO1F3flXZ4v3Ry1MzuP","Umair, Abdullah Maharvi, Talha Anjum","COME THROUGH (feat. Abdullah Maharvi & Talha Anjum)","Sony Music Middle East / South Asia",8,150,597,"9803"
162,"spotify:track:4bD9z9qa4qg9BhryvYWB7c","Pritam, Tochi Raina, Rekha Bhardwaj","Kabira","T-Series",95,151,773,"9793"
163,"spotify:track:4XxfOvudrnBRdlgzEaq1sd","Diljit Dosanjh","Born to Shine","FAMOUS STUDIOS INC",9,147,726,"9747"
164,"spotify:track:5CTKIjMbM9rPRy8CUfckZX","Wali Bakhat Warraich","dilrubaa","Freebird Records",41,181,456,"9722"
165,"spotify:track:5bVmOD7UKfP2iLFUGMtdnS","Arijit Singh, Chinmayi","Mast Magan (From ""2 States)","T-Series",114,182,342,"9665"
166,"spotify:track:6VOwPPenagLmIJ679Nx2ZS","Samar Jafri","Karde Karam Tu (From ""Parwarish"")","ARY Digital",16,163,147,"9608"
167,"spotify:track:4OgbhjBQ4Uxm7B6BsHwM7o","Bilal Saeed","12 Saal","Times Music",137,179,238,"9601"
168,"spotify:track:5xlYVZxEwriP6hetG7QJw7","AP Dhillon","Old Money","AP Dhillon",3,161,494,"9549"
169,"spotify:track:3OLFqbd9ZeVjaUKTiaLsD6","Pritam, Javed Ali, Irshan Ashraf, Shadab, Sayeed Quadri","Tu Hi Haqeeqat","Sony Music Entertainment India Pvt. Ltd.",95,168,205,"9544"
170,"spotify:track:0gHProQhPc0YQ2pDfGuIjn","Baggh-e SMG, BIG KAY SMG, Farmaan SMG","Bexley .Road","Mass Appeal",103,175,232,"9375"
171,"spotify:track:1dFrZr9eMUsFqeag04ClqD","Dhanda Nyoliwala","Russian Bandana","Universal Music India Pvt Ltd.",13,173,387,"9335"
172,"spotify:track:0NXnuTqFQHDsbEIoKIAVCN","Josh Brar, Kinza Hashmi","Tere Bina Na Guzara E","Times Music – Speed Records",21,160,351,"9285"
173,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",28,191,1238,"9249"
174,"spotify:track:0CTVMS0f1YfBrM3Qsehxju","Jxggi, Sickboi","What We Do","Jxggi-Malsons",79,-1,224,"9228"
175,"spotify:track:6DefzsWqnwrFrmNVnJxWkS","Asim Azhar, Kunaal Vermaa","Jo Tu Na Mila","Universal Music India Pvt Ltd.",28,184,1279,"9174"
176,"spotify:track:2tva3nN2kQhBjHMC7Zlty6","Javed Ali","Deewana Kar Raha Hai","T-Series",115,-1,204,"9168"
177,"spotify:track:6G8vN5EUtcDxOXOXadF6kp","Vishal Mishra, Hansika Pareek, Raj Shekhar","Tum Ho Toh (From ""Saiyaara"")","YRF Music",51,172,147,"9129"
178,"spotify:track:21IYMdzTrzSe191Cy5eMap","Gigi Perez","Sailor Song","Outtahere, LLC / Island Records",140,189,103,"9112"
179,"spotify:track:1uRTH9LeFh40tFYlq48vcy","Tanishk Bagchi, Faheem Abdullah, Arslan Nizami, Shreya Ghoshal, Irshad Kamil","Saiyaara Reprise - Female","YRF Music",8,169,149,"9082"
