rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
180,"spotify:track:7oNZfE9wnu7SP55LwNSiKG","Murtaza Qizilbash","Hum","Soupy Tom",180,-1,1,"9615"
181,"spotify:track:1uRTH9LeFh40tFYlq48vcy","Tanishk Bagchi, Faheem Abdullah, Arslan Nizami, Shreya Ghoshal, Irshad Kamil","Saiyaara Reprise - Female","YRF Music",8,177,156,"9607"
182,"spotify:track:5bVmOD7UKfP2iLFUGMtdnS","Arijit Singh, Chinmayi","Mast Magan (From ""2 States)","T-Series",114,182,348,"9512"
183,"spotify:track:0NXnuTqFQHDsbEIoKIAVCN","Josh Brar, Kinza Hashmi","Tere Bina Na Guzara E","Times Music – Speed Records",21,169,358,"9490"
184,"spotify:track:1dFrZr9eMUsFqeag04ClqD","Dhanda Nyoliwala","Russian Bandana","Universal Music India Pvt Ltd.",13,171,393,"9485"
185,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",28,-1,1243,"9423"
186,"spotify:track:61BlGSnbsC7BNPGNRHOLa1","Talwiinder, 30KEY!","Your Eyes","Talwiinder",88,163,56,"9420"
187,"spotify:track:21IYMdzTrzSe191Cy5eMap","Gigi Perez","Sailor Song","Outtahere, LLC / Island Records",140,198,110,"9386"
188,"spotify:track:5KNuHsIeFtD0oukst77hBi","Roop Kumar Rathod","Maula Mere Maula","Saregama",62,191,690,"9382"
189,"spotify:track:0CTVMS0f1YfBrM3Qsehxju","Jxggi, Sickboi","What We Do","Jxggi-Malsons",79,183,231,"9372"
190,"spotify:track:3f8t2LZGYtdNQh8SNEiZcG","Imran Khan","Amplifier","Prestige Records",85,179,893,"9359"
191,"spotify:track:7wYmjZ0pDiFNlFPHtki9NK","Kaifi Khalil","Kahani Suno 2.0","Kaifi Khalil",1,185,1211,"9270"
192,"spotify:track:2erjvSbTPKGalbZZhPgcCL","Sidhu Moose Wala","Dawood","T-Series",128,-1,82,"9231"
193,"spotify:track:0loZn1c5heXie7OAtvK6nH","Jubin Nautiyal, Manoj Muntashir","Humnava Mere","T-Series",81,187,765,"9160"
194,"spotify:track:1tlFHs9EuvokJgdcacWUV8","Yo Yo Honey Singh, AP Dhillon","Aadat (Feat. AP Dhillon)","T-Series",78,-1,34,"9159"
195,"spotify:track:7KzGAwJRYS9KLMuVnStqYN","Falak Shabbir, Kumaar","Saajna","T-Series",180,180,2,"9145"
196,"spotify:track:0EH7sgeiFqDa3eS7ieW2zs","Vishal-Shekhar, Akon, Hamsika Iyer, Vishal Dadlani, Niranjan Iyengar","Chammak Challo","T-Series",114,176,151,"9087"
197,"spotify:track:5lfzzSrGiid1bvw0W8K2HA","Real Boss, Arvin Beatz","Il Capo","Sky Digital",197,-1,1,"9044"
198,"spotify:track:10rTRsKQDEke6Dd1Qj57Jd","Pritam, Mustafa Zahid, Sayeed Quadri","Toh Phir Aao","Sony Music / Vishesh Films",66,-1,731,"9026"
199,"spotify:track:3nKQrVVlwbAQSnFbgZWdN0","Avvy Sra, Karan Aujla, Jaani","White Brown Black","Universal Music India Pvt. Ltd. (Desi Melodies)",14,181,1089,"8887"
200,"spotify:track:2HNG9q8rXbnijbPTwCMgsb","Atif Aslam, Roop Kumar Rathod, Mithoon, Naresh Sharma","Woh Lamhe Woh Baatein - From ""Zeher""","Vishesh Films",69,-1,343,"8853"
