rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
49,"spotify:track:44LaY2y6wRRlSRjsqbKnuU","Maanu, Annural Khalid, Abdullah Siddiqui","Jhol - Acoustic","Maanu",16,44,313,"20164"
50,"spotify:track:3QsGq1Xd1n8qc9hwSPzQgj","Guru Randhawa, Kiran Bajwa, Rony Ajnali","Sirra","Warner Music India",10,46,147,"20136"
51,"spotify:track:0q5e5KtUOhYQujmhLP0pKd","Paresh Pahuja, Shiv Tandan, Meghdeep Bose","Dooron Dooron","Paresh Pahuja",50,51,104,"20116"
52,"spotify:track:0Q9rHyEG7lME4y2Fqtuxgl","sufr, Arpit Bala, toorjo dey","bargad","Sony Music India / Brown",52,58,20,"20028"
53,"spotify:track:6JB0h4leDJ4Akabtu42Epd","Kaavish","Tere Pyar Main","Geo Entertainment",19,54,456,"19503"
54,"spotify:track:2KQBM1PYjg2ZpeA5xbTjrJ","Cheema Y, Gur Sidhu","Tutor","Brown Town Music",28,48,63,"19374"
55,"spotify:track:5i2jG0ScOY5B40sTHMeb08","Sidhu Moose Wala, The Kidd","Barota","Sidhu Moose Wala",28,60,17,"19368"
56,"spotify:track:0oOVxu88I7Bj9jjDnXVRus","Hasan Raheem, Umair","Radha","1698613 Records DK2",21,57,280,"19182"
57,"spotify:track:4vHRQnzGcKEtqsLH70tAms","Sachet-Parampara, Parampara Tandon, Kausar Munir","Raanjhan (From ""Do Patti"")","T-Series",4,59,418,"19066"
58,"spotify:track:0mwAlZqPUWpZJIut93y40W","Gajendra Verma","Mann Mera","Sony Music / EROS Music",33,53,1031,"19065"
59,"spotify:track:3nKO2BajBQ1wNJd5f2eJhw","Shubh","Balenci","Shubh",21,52,114,"18733"
60,"spotify:track:5fBghXeYCGIEVuExKytoJ9","Shubh","Fell For You","SHUBH",10,61,332,"18552"
61,"spotify:track:1dlCoq7vdDnuAzo3DYPTY4","Karan Aujla, Ikky","Daytona","WM Canada",35,50,115,"18528"
62,"spotify:track:0TL0LFcwIBF5eX7arDIKxY","Anuv Jain","Husn","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",1,67,745,"18456"
63,"spotify:track:47TuRnXkR7u2yd6usorrAg","Ahsan Javed","KAR KAR MINTAAN","5890474 Records DK",26,64,70,"18322"
64,"spotify:track:2Dp6icDc5dvYnWvxZOjj75","Karan Aujla, Ikky","I Really Do...","WM Canada",42,66,115,"18254"
65,"spotify:track:0cUdmruT6kjxa5KpteSdwc","Bayaan","Nahin Milta","rearts records",10,69,960,"17605"
66,"spotify:track:7oODxqLHmajTXnGK0hWfj1","Diljit Dosanjh, MixSingh, Raj Ranjodh","Kufar","Diljit Dosanjh",35,70,59,"17452"
67,"spotify:track:0OdztoASgKBBNcAgtErk0X","Abdul Hannan, Rovalio","Bikhra","2636621 Records DK",1,73,1310,"17351"
68,"spotify:track:6rFckZb1cuJYzsZiGHgqks","Karan Aujla, Ikky","52 Bars","Rehaan Records",29,63,698,"17292"
69,"spotify:track:51EAvQ6RYU14VwUaMJHsnD","NAYEL, Hasan Raheem","ROOP","D36/Sony Music Entertainment",22,65,344,"17159"
70,"spotify:track:0YQJoDL6f46J0n1rOVkpxJ","Karan Aujla, Ikky","Softly","WM Canada",5,76,825,"17109"
71,"spotify:track:0NLOLiHF6Ti0QtX5P7gziI","Darshan Raval","Nafrat","Warner Music India",54,68,44,"17041"
72,"spotify:track:52Zf1kNdojgRkkw39O6vwl","Anuv Jain","Inaam","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",72,94,2,"16800"
73,"spotify:track:610keNiNVTIkYD0CqeSerg","Cheema Y, Gur Sidhu","California Love","Brown Town Music",29,71,921,"16649"
74,"spotify:track:5ZGtdGwdocDZDniXHkmnVA","Arijit Singh","Humdard (From ""Ek Villain"")","T-Series",54,75,1194,"16538"
75,"spotify:track:4eBvRhTJ2AcxCsbfTUjoRp","Shubh","Cheques","SHUBH",2,81,940,"16493"
76,"spotify:track:1Ae2O8GhTe5KiDrrurzm41","Karan Aujla, Ikky","At Peace","WM Canada",14,62,172,"16484"
77,"spotify:track:28ww41eaOktVQgXZY4WA9C","Hasan Raheem, Shehryar Khan","Khoj","D36/Sony Music Entertainment",72,74,21,"16286"
78,"spotify:track:0fAPcsD7qrEAfO2EH0ce4V","Shubh","Aura","SHUBH",4,72,332,"16268"
79,"spotify:track:1Ba0n7Acuz2lOEw1XBdMZP","Talwiinder, Vylom","Tera Saath","Talwiinder",55,80,355,"16232"
80,"spotify:track:1XwOA83wulFYtimOir6MUL","Guru Randhawa, Gurjit Gill, Lavish Dhiman","AZUL","Warner Music India",24,77,127,"16181"
81,"spotify:track:1hA697u7e1jX2XM8sWA6Uy","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","Apna Bana Le","Zee Music Company",2,87,901,"15760"
82,"spotify:track:3JiLQJmVW7d4O8AQDFB3oj","AP Dhillon, Shreya Ghoshal","Thodi Si Daaru","AP Dhillon",5,78,138,"15527"
83,"spotify:track:4fp8FVTdpieFTQxBwJHqNg","Ali & Shjr, Haider Ali, Ali Raza","Heer","Freebird Records",5,89,315,"15295"
84,"spotify:track:0KSOLEBixnBYIKNHF1VbzF","Atif Aslam, Hadiqa Kiani","Hona Tha Pyar","Tips Music Limited",32,91,672,"15195"
85,"spotify:track:0REdqbK0A99eKrYF66zSDO","Samar Jafri","Main Rahun (From ""Parwarish"") [Original Motion Picture Soundtrack]","ARY Digital",12,83,229,"15011"
86,"spotify:track:0XtNMC1jG97ysiIvcAQDGN","Hasan Raheem, Justin Bibis, Shehryar Khan","Memories","D36/Sony Music Entertainment",31,86,206,"14924"
87,"spotify:track:2lp1Tsn8H6mq0bzXgOeLHY","Abdul Hannan, Kaavish","O Yaara","Giraffe Music",6,102,582,"14911"
88,"spotify:track:4bIQXffbALkCC0Xo6aTicP","Shaarib Toshi, Toshi Sabri, Sayeed Quadri","Maahi","Sony Music Entertainment India Pvt. Ltd.",58,82,228,"14904"
89,"spotify:track:6ygiy70ujkNOYXM1tQuMNe","Karan Aujla, Ikky, Preston Pablo","Admirin' You (feat. Preston Pablo)","WM Canada",16,88,867,"14706"
90,"spotify:track:7AsG1F1eMWd17RYan8M3Wm","AP Dhillon, Shinda Kahlon","Dil Nu","RUN-UP RECORDS",8,93,1163,"14669"
91,"spotify:track:1lP0yP0eN5Btj0zjFX72r6","Diljit Dosanjh, Sunny Malton, Offgrid, Ranbir Singh","God Bless","Diljit Dosanjh",54,79,52,"14477"
92,"spotify:track:5ZLkihi6DVsHwDL3B8ym1t","Shubh","One Love","SHUBH",1,92,850,"14409"
93,"spotify:track:6OUPWxtBj1KaAV7Ku3xgmr","Jevin Gill, Umair, Talha Anjum","REGRETS","rearts records",10,90,444,"14384"
94,"spotify:track:2cPUB8EOT6AfJ8oxhyoNXL","Pritam, Javed Bashir","Ye Tune Kya Kiya","T-Series",35,100,683,"14305"
95,"spotify:track:4Tkb7zsDmsawB7S5TpKQV1","Atif Aslam, Shiraz Uppal","Pehli Dafa","T-Series",73,106,1236,"14248"
96,"spotify:track:37Uxo75YZUGjCfV1WnZE4k","Harkirat Sangha, Starboy X","Midnight Call","Harkirat Sangha",69,101,29,"14172"
97,"spotify:track:5FDVyL6VahLO3B4T7xRYD9","Guru Randhawa, Sanjoy, Gill Machhrai","Qatal","Warner Music India",6,84,234,"14156"
98,"spotify:track:5YqHwJeVcLl29QRcoDNmBq","Maanu","4U","Mass Appeal",35,85,1025,"13963"
99,"spotify:track:6kYoY0PhBelP64UMnhsEZx","Alka Yagnik, Arijit Singh","Agar Tum Saath Ho (From ""Tamasha"")","T-Series",27,104,1269,"13369"
100,"spotify:track:7h8GSEQy5SFPfyRZbQAKPj","Raiyan, Twinkle Thareja, raaghavan","Talwinder - Wishes - Remake","raag/havan",24,98,319,"13257"
101,"spotify:track:3K3mo4LoxPKk18oqIC3hQC","Satinder Sartaaj","Udaarian","Saga Music",97,113,102,"13175"
102,"spotify:track:1F2sn8iJA607Xfz1K3d9dJ","Diljit Dosanjh, Avvy Sra, Raj Ranjodh","Charmer","Diljit Dosanjh",66,95,53,"13150"
103,"spotify:track:09tcpqekQgXb87ETaAijXf","Samar Jafri","Hoor","Samar Jafri",27,109,199,"13147"
104,"spotify:track:6I8ImLg9xfoVRNmcV83mL6","Zain Zohaib, Adnan Dhool","Oh Sahib - Original Sountrack Of Abdullahpur Ka Devdas","Zain Zohaib",72,97,306,"13079"
105,"spotify:track:2iNqdCchlUZEgjJbQyZf8T","Kailash Kher, Paresh Kamath, Naresh Kamath","Teri Deewani","Sony Music Entertainment India Pvt. Ltd.",70,114,604,"13032"
106,"spotify:track:1ZriJmDC61hn2z2eajgooI","Afusic, Hasan Raheem, AliSoomroMusic","Kanwal","Afusic",43,103,104,"13004"
107,"spotify:track:3WLJ7D5kh44K5eJ1NqZQ6W","Anuv Jain","Baarishein","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",12,96,1310,"12985"
108,"spotify:track:0qheD9ZwdmVKu5ktHXFbb0","Madhur Sharma, Moin, ER","Andaaz e Karam","Universal Music India Pvt Ltd.",99,105,28,"12686"
109,"spotify:track:65c6VCikt7f5sAS1heoYQC","Bohemia, Sidhu Moose Wala","Same Beef","Saga Music",40,117,1014,"12411"
110,"spotify:track:6nRGPf5tpeJtKpXZO5cgIT","Aditya Rikhari, UNPLG'd","Paro","Universal Music India Pvt Ltd.",23,107,277,"12407"
111,"spotify:track:56zZ48jdyY2oDXHVnwg5Di","Mithoon, Arijit Singh","Tum Hi Ho","T-Series",85,124,967,"12352"
112,"spotify:track:4FeczSomVWVyU4FW7xDeAI","A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan","Tere Bina","Sony Music Entertainment India Pvt. Ltd.",63,125,234,"12300"
113,"spotify:track:2TQy6HAI99JYNw2cKGYAE8","Karan Aujla, Ikky","HIM.","WM Canada",59,110,115,"12287"
114,"spotify:track:5MCbGWnNLLjoHpbDO3BOgi","Shashwat Sachdev, Arijit Singh, Irshad Kamil, Armaan Khan","Gehra Hua (From ""Dhurandhar"")","Saregama India Ltd",114,122,7,"12281"
115,"spotify:track:7DonHcAdu5FHzLNESEEOuj","Shashwat Sachdev, Shahzad Ali, Subhadeep Das Chowdhury, Armaan Khan, Irshad Kamil, Roshan, Sahir Ludhianvi","Ishq Jalakar - Karvaan","Saregama India Ltd",115,115,7,"12275"
116,"spotify:track:5TZh6RFBz3PUTP56hej65q","Talhah Yunus, Talha Anjum","Afsanay","Young Stunners",25,116,1310,"12082"
117,"spotify:track:4AyKPZ1b7lUlsAOb3aG6tC","Afusic, AliSoomroMusic","Heer","Afusic",20,108,268,"11953"
118,"spotify:track:4iFPsNzNV7V9KJgcOX7TEO","Pritam, Atif Aslam","Tu Jaane Na","Tips Music Limited",77,123,1207,"11953"
119,"spotify:track:4MU4Kfkd9EnkArK2ocQyqK","Arijit Singh, Harshdeep Kaur","Zaalima","Zee Music Company",83,118,436,"11934"
120,"spotify:track:3zSSCPpLZ5Oc8nelhhGjKz","AUR","Tu hai kahan","Sony Music Middle East / South Asia",1,131,800,"11927"
121,"spotify:track:0dLbrlAVPPjpPqnYfmJsWk","Pritam, Atif Aslam, Alisha Chinai","Tera Hone Laga Hoon","Tips Music Limited",71,139,1270,"11913"
122,"spotify:track:1ghcBmONc0nN8iKrCVizmg","Hasan Raheem","Adakaari","D36/Sony Music Entertainment",110,111,22,"11902"
123,"spotify:track:1UWacd8x8tPPwmrPB1MoBI","Pritam, Arijit Singh","Ae Dil Hai Mushkil Title Track","Sony Music Entertainment India Pvt. Ltd.",96,128,663,"11781"
124,"spotify:track:2EU1TUgOHG4NPiVdTlPSQ7","Bayaan, Sanah Moidutty, Vaibhav Pani","Tere Naal","Bayaan",43,99,356,"11780"
125,"spotify:track:6F2M6zx8uXuPo5XAVsbBiV","Maanu, Turhan James","savera","Maanu",42,112,210,"11711"
126,"spotify:track:0C8SMUhJhFXzr4PICotjyB","AUR","Chal Diye Tum Kahan (From ""Kabhi Main Kabhi Tum"")","ARY DIGITAL",4,133,503,"11681"
127,"spotify:track:1kKnxDBA03jTlAuZvkIB8r","Samar Jafri, Alistair Alvin","Guzaarishein (From ""Parwarish"") - Original Motion Picture Soundtrack","ARY Digital",14,135,206,"11540"
128,"spotify:track:7KmCQLSSde0UX5OqCgvGN9","Karan Aujla","ANTIDOTE","Karan Aujla/Rehaan Records",29,141,501,"11434"
129,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",30,121,45,"11323"
130,"spotify:track:1GFQthxDi4Tqe3wJ5j0G5S","Mithoon, Arijit Singh","Dhun (From ""Saiyaara"")","YRF Music",35,127,147,"11318"
131,"spotify:track:7292h5pidNaLfrse63T3dQ","Shilpa Rao, Noori","Par Chanaa De (Coke Studio Season 9)","Mainstage Productions",24,126,198,"11254"
132,"spotify:track:2q8rYQmDCRdJlv0efz5K0n","Kaavish, Samra Khan","Baat Unkahi","Kaavish",52,119,88,"11229"
133,"spotify:track:0FBQ4NrrHUbR9kus7rzrOj","Atif Aslam","Dil Diyan Gallan","YRF Music",77,132,1124,"11179"
134,"spotify:track:61BlGSnbsC7BNPGNRHOLa1","Talwiinder, 30KEY!","Your Eyes","Talwiinder",88,120,48,"11144"
135,"spotify:track:1As2Jo89VTF9V3D6GuOPr9","Gajendra Verma","Mann Mera - Original Version","Sony Music / EROS Music",57,130,167,"11086"
136,"spotify:track:08Isz2ETWSBhvIl8UpKYsp","Shubh","No Love","SHUBH",2,153,1303,"11006"
137,"spotify:track:5VrLz2NUTLbPzgjuVOjxUx","Atif Aslam, Jal, Mithoon","Aadat - From ""Kalyug""","Vishesh Films",68,143,458,"10963"
138,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",17,134,216,"10926"
139,"spotify:track:0RWLe6Dx5cWyPuB1sw6eWf","Jasmine Sandlas, Mofusion","LAAVAN","Warner Music India",66,140,185,"10856"
140,"spotify:track:5GTKYA7UTjPFNmIjaQ0wQ7","Kaavish","Daikho","Geo Entertainment",87,144,59,"10806"
141,"spotify:track:0U8xGuKNtRz2PWVGaLjJ8V","Abdul Hannan, Hasan Raheem, Shahmeer Raza Khan","Zaalima","Abdul Hannan Music",49,148,529,"10740"
142,"spotify:track:6flQ5XJKj5qIhpxSHOd3jC","A.R. Rahman, Faheem Abdullah, Irshad Kamil","Aawaara Angaara","T-Series",97,145,15,"10663"
143,"spotify:track:1xofPJhZcfJCc66P1UAh28","Karan Aujla, Ikky","7.7 Magnitude","WM Canada",67,136,115,"10652"
144,"spotify:track:6xHPBEvcG0RQDfyTq7jc8P","Cheema Y, Gur Sidhu","Young G.O.A.T","Brown Town Music",66,152,264,"10598"
145,"spotify:track:29m79w9xPMH4YCD6r8JSmV","AP Dhillon, Gurinder Gill, Intense","Excuses","RUN-UP RECORDS",5,147,1310,"10580"
146,"spotify:track:5WncH5iZ5GFlnXm7jKEXVP","Pritam, KK, Sayeed Quadri","Labon Ko","T-Series",85,129,245,"10550"
147,"spotify:track:4XxfOvudrnBRdlgzEaq1sd","Diljit Dosanjh","Born to Shine","FAMOUS STUDIOS INC",9,170,725,"10493"
148,"spotify:track:5KqkyLiact4SHIsHa0c45H","Hasan Raheem, Shehryar Khan","FWM","D36/Sony Music Entertainment",46,149,59,"10483"
149,"spotify:track:3Kl8p2PxVf8eAayLwTxOIm","Pritam, KK, Sayeed Quadri","Dil Ibaadat","Sony Music Entertainment India Pvt. Ltd.",69,158,223,"10465"
150,"spotify:track:4yNtO1F3flXZ4v3Ry1MzuP","Umair, Abdullah Maharvi, Talha Anjum","COME THROUGH (feat. Abdullah Maharvi & Talha Anjum)","Sony Music Middle East / South Asia",8,137,596,"10410"
151,"spotify:track:4bD9z9qa4qg9BhryvYWB7c","Pritam, Tochi Raina, Rekha Bhardwaj","Kabira","T-Series",95,156,772,"10391"
152,"spotify:track:5lKE040hUfDAKOR8HLG92p","Sachin-Jigar, Atif Aslam","Jeena Jeena","Sony Music / EROS Music",62,164,753,"10379"
153,"spotify:track:4VxTzYm00mg82MuoT35Ja7","Tyla","CHANEL","Epic",136,142,6,"10255"
154,"spotify:track:4CrU2QRv3leVXjHuExztm4","Talha Anjum, Umair","HAWA ANEY DE","Kattar Karachi Productions",68,138,19,"10169"
155,"spotify:track:2A7uwnEzSin7nf0498AE3x","The Rish, Shilpa Rao","Barbaad Reprise - Female","YRF Music",99,150,92,"10028"
156,"spotify:track:18YHbIhrleUkKKj2DvEp79","Pritam, KK, Sayeed Quadri","Zara Sa","Sony Music Entertainment India Pvt. Ltd.",42,159,202,"9999"
157,"spotify:track:0ShD5dxdAfDHx01sm20ybX","Atif Aslam","Meri Kahani","Tips Music Limited",105,154,54,"9918"
158,"spotify:track:2xFg6AyHkXFruGxRjy7Uzn","Karan Aujla","On Top","Karan Aujla Music",41,146,1089,"9901"
159,"spotify:track:0YRpv07J0y7J73X87efpia","Maan Panu","I’m Done. - I-Popstar: Vol. 1","Warner Music India",72,161,48,"9701"
160,"spotify:track:0NXnuTqFQHDsbEIoKIAVCN","Josh Brar, Kinza Hashmi","Tere Bina Na Guzara E","Times Music – Speed Records",21,165,350,"9618"
161,"spotify:track:5xlYVZxEwriP6hetG7QJw7","AP Dhillon","Old Money","AP Dhillon",3,151,493,"9563"
162,"spotify:track:4KUGStnJGjUuv9FjJ1hzdS","Talwiinder","Unforgettable","Talwiinder",129,187,34,"9559"
163,"spotify:track:6VOwPPenagLmIJ679Nx2ZS","Samar Jafri","Karde Karam Tu (From ""Parwarish"")","ARY Digital",16,155,146,"9464"
164,"spotify:track:32765xcLM1fd6wQIpkN9A0","Ami Mishra, Kunaal Vermaa","Hasi - Male Version","Sony Music Entertainment India Pvt. Ltd.",82,194,220,"9422"
165,"spotify:track:0s76ExpXyMGVBlKLUr683e","Aditya Rikhari","Faasle","CollabX Productions",19,188,1292,"9420"
166,"spotify:track:4gAYB5yzeYrQ0jz13FmFOV","Talwiinder, Push Kahlon, Rippy Grewal","Kaatilana","Talwiinder",93,172,21,"9416"
167,"spotify:track:3h6Xvd0lISog6GxTk4X6MK","Arijit Singh","Uska Hi Banana (From ""1920 Evil Returns"")","T-Series",102,175,58,"9398"
168,"spotify:track:3OLFqbd9ZeVjaUKTiaLsD6","Pritam, Javed Ali, Irshan Ashraf, Shadab, Sayeed Quadri","Tu Hi Haqeeqat","Sony Music Entertainment India Pvt. Ltd.",95,160,204,"9308"
169,"spotify:track:1uRTH9LeFh40tFYlq48vcy","Tanishk Bagchi, Faheem Abdullah, Arslan Nizami, Shreya Ghoshal, Irshad Kamil","Saiyaara Reprise - Female","YRF Music",8,167,148,"9259"
170,"spotify:track:5zK7gzWMZlT4TUf2iN2Wjw","Osho Jain","Dekha Hi Nahi","Osho Jain",170,-1,3,"9212"
171,"spotify:track:2mt3QHYbKBMdSTIfzSFsYH","AP Dhillon, Shinda Kahlon","By My Side","AP Dhillon",151,174,34,"9206"
172,"spotify:track:6G8vN5EUtcDxOXOXadF6kp","Vishal Mishra, Hansika Pareek, Raj Shekhar","Tum Ho Toh (From ""Saiyaara"")","YRF Music",51,168,146,"9193"
173,"spotify:track:1dFrZr9eMUsFqeag04ClqD","Dhanda Nyoliwala","Russian Bandana","Universal Music India Pvt Ltd.",13,-1,386,"9178"
174,"spotify:track:6GQK4G5o60E8YA18DGpAzv","Harshit Saxena, Sayeed Quadri","Hale Dil","T-Series",89,163,327,"9165"
175,"spotify:track:0gHProQhPc0YQ2pDfGuIjn","Baggh-e SMG, BIG KAY SMG, Farmaan SMG","Bexley .Road","Mass Appeal",103,157,231,"9155"
176,"spotify:track:4IIg4twkJaUIqzWExUnPaZ","Waymaker","Mafia Life Sidhu Gurbaz","Waymaker",111,169,21,"9142"
177,"spotify:track:23T4WcVkvuaAEOgXr848i1","Pritam, Mustafa Zahid, Sayeed Quadri","Tera Mera Rishta","Sony Music / Vishesh Films",51,190,661,"9128"
178,"spotify:track:5yqr66QIdRvhh5cxjgpkJh","Talha Anjum, Umair","Downers at Dusk","Mass Appeal",15,162,1011,"9107"
