rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
59,"spotify:track:0mwAlZqPUWpZJIut93y40W","Gajendra Verma","Mann Mera","Sony Music / EROS Music",33,60,1033,"19580"
60,"spotify:track:1SPuc7uit9YBlua4eaVz06","Talwiinder","Gallan 4","Talwiinder",43,58,431,"19377"
61,"spotify:track:0TL0LFcwIBF5eX7arDIKxY","Anuv Jain","Husn","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",1,61,747,"19153"
62,"spotify:track:51EAvQ6RYU14VwUaMJHsnD","NAYEL, Hasan Raheem","ROOP","D36/Sony Music Entertainment",22,67,346,"18991"
63,"spotify:track:5fBghXeYCGIEVuExKytoJ9","Shubh","Fell For You","SHUBH",10,66,334,"18963"
64,"spotify:track:47TuRnXkR7u2yd6usorrAg","Ahsan Javed","KAR KAR MINTAAN","5890474 Records DK",26,52,72,"18899"
65,"spotify:track:1Ae2O8GhTe5KiDrrurzm41","Karan Aujla, Ikky","At Peace","WM Canada",14,70,174,"18897"
66,"spotify:track:4vHRQnzGcKEtqsLH70tAms","Sachet-Parampara, Parampara Tandon, Kausar Munir","Raanjhan (From ""Do Patti"")","T-Series",4,62,420,"18769"
67,"spotify:track:28ww41eaOktVQgXZY4WA9C","Hasan Raheem, Shehryar Khan","Khoj","D36/Sony Music Entertainment",63,63,23,"18634"
68,"spotify:track:7oODxqLHmajTXnGK0hWfj1","Diljit Dosanjh, MixSingh, Raj Ranjodh","Kufar","Diljit Dosanjh",35,73,61,"18182"
69,"spotify:track:0cUdmruT6kjxa5KpteSdwc","Bayaan","Nahin Milta","rearts records",10,68,962,"17904"
70,"spotify:track:0NLOLiHF6Ti0QtX5P7gziI","Darshan Raval","Nafrat","Warner Music India",54,65,46,"17884"
71,"spotify:track:0OdztoASgKBBNcAgtErk0X","Abdul Hannan, Rovalio","Bikhra","2636621 Records DK",1,71,1312,"17714"
72,"spotify:track:5FDVyL6VahLO3B4T7xRYD9","Guru Randhawa, Sanjoy, Gill Machhrai","Qatal","Warner Music India",6,89,236,"17101"
73,"spotify:track:610keNiNVTIkYD0CqeSerg","Cheema Y, Gur Sidhu","California Love","Brown Town Music",29,77,923,"16932"
74,"spotify:track:0YQJoDL6f46J0n1rOVkpxJ","Karan Aujla, Ikky","Softly","WM Canada",5,75,827,"16704"
75,"spotify:track:1XwOA83wulFYtimOir6MUL","Guru Randhawa, Gurjit Gill, Lavish Dhiman","AZUL","Warner Music India",24,81,129,"16641"
76,"spotify:track:5ZGtdGwdocDZDniXHkmnVA","Arijit Singh","Humdard (From ""Ek Villain"")","T-Series",54,79,1196,"16542"
77,"spotify:track:52Zf1kNdojgRkkw39O6vwl","Anuv Jain","Inaam","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",72,76,4,"16418"
78,"spotify:track:0XtNMC1jG97ysiIvcAQDGN","Hasan Raheem, Justin Bibis, Shehryar Khan","Memories","D36/Sony Music Entertainment",31,83,208,"16362"
79,"spotify:track:0fAPcsD7qrEAfO2EH0ce4V","Shubh","Aura","SHUBH",4,74,334,"16241"
80,"spotify:track:6ygiy70ujkNOYXM1tQuMNe","Karan Aujla, Ikky, Preston Pablo","Admirin' You (feat. Preston Pablo)","WM Canada",16,72,869,"16236"
81,"spotify:track:4eBvRhTJ2AcxCsbfTUjoRp","Shubh","Cheques","SHUBH",2,80,942,"16220"
82,"spotify:track:1ZriJmDC61hn2z2eajgooI","Afusic, Hasan Raheem, AliSoomroMusic","Kanwal","Afusic",43,90,106,"15962"
83,"spotify:track:2lp1Tsn8H6mq0bzXgOeLHY","Abdul Hannan, Kaavish","O Yaara","Giraffe Music",6,78,584,"15934"
84,"spotify:track:7DonHcAdu5FHzLNESEEOuj","Shashwat Sachdev, Shahzad Ali, Subhadeep Das Chowdhury, Armaan Khan, Irshad Kamil, Roshan, Sahir Ludhianvi","Ishq Jalakar - Karvaan","Saregama India Ltd",84,94,9,"15756"
85,"spotify:track:1hA697u7e1jX2XM8sWA6Uy","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","Apna Bana Le","Zee Music Company",2,82,903,"15669"
86,"spotify:track:0REdqbK0A99eKrYF66zSDO","Samar Jafri","Main Rahun (From ""Parwarish"") [Original Motion Picture Soundtrack]","ARY Digital",12,91,231,"15628"
87,"spotify:track:6OUPWxtBj1KaAV7Ku3xgmr","Jevin Gill, Umair, Talha Anjum","REGRETS","rearts records",10,88,446,"15519"
88,"spotify:track:5ZLkihi6DVsHwDL3B8ym1t","Shubh","One Love","SHUBH",1,100,852,"15514"
89,"spotify:track:7AsG1F1eMWd17RYan8M3Wm","AP Dhillon, Shinda Kahlon","Dil Nu","RUN-UP RECORDS",8,84,1165,"15510"
90,"spotify:track:0KSOLEBixnBYIKNHF1VbzF","Atif Aslam, Hadiqa Kiani","Hona Tha Pyar","Tips Music Limited",32,87,674,"15476"
91,"spotify:track:2cPUB8EOT6AfJ8oxhyoNXL","Pritam, Javed Bashir","Ye Tune Kya Kiya","T-Series",35,95,685,"15163"
92,"spotify:track:4fp8FVTdpieFTQxBwJHqNg","Ali & Shjr, Haider Ali, Ali Raza","Heer","Freebird Records",5,86,317,"14984"
93,"spotify:track:3JiLQJmVW7d4O8AQDFB3oj","AP Dhillon, Shreya Ghoshal","Thodi Si Daaru","AP Dhillon",5,93,140,"14929"
94,"spotify:track:1lP0yP0eN5Btj0zjFX72r6","Diljit Dosanjh, Sunny Malton, Offgrid, Ranbir Singh","God Bless","Diljit Dosanjh",54,92,54,"14891"
95,"spotify:track:1F2sn8iJA607Xfz1K3d9dJ","Diljit Dosanjh, Avvy Sra, Raj Ranjodh","Charmer","Diljit Dosanjh",66,97,55,"14639"
96,"spotify:track:5YqHwJeVcLl29QRcoDNmBq","Maanu","4U","Mass Appeal",35,102,1027,"14611"
97,"spotify:track:1Ba0n7Acuz2lOEw1XBdMZP","Talwiinder, Vylom","Tera Saath","Talwiinder",55,85,357,"14571"
98,"spotify:track:09tcpqekQgXb87ETaAijXf","Samar Jafri","Hoor","Samar Jafri",27,98,201,"14310"
99,"spotify:track:4FeczSomVWVyU4FW7xDeAI","A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan","Tere Bina","Sony Music Entertainment India Pvt. Ltd.",63,110,236,"14268"
100,"spotify:track:5MCbGWnNLLjoHpbDO3BOgi","Shashwat Sachdev, Arijit Singh, Irshad Kamil, Armaan Khan","Gehra Hua (From ""Dhurandhar"")","Saregama India Ltd",100,104,9,"13974"
101,"spotify:track:4iFPsNzNV7V9KJgcOX7TEO","Pritam, Atif Aslam","Tu Jaane Na","Tips Music Limited",77,109,1209,"13947"
102,"spotify:track:37Uxo75YZUGjCfV1WnZE4k","Harkirat Sangha, Starboy X","Midnight Call","Harkirat Sangha",69,96,31,"13942"
103,"spotify:track:2TQy6HAI99JYNw2cKGYAE8","Karan Aujla, Ikky","HIM.","WM Canada",59,120,117,"13914"
104,"spotify:track:6kYoY0PhBelP64UMnhsEZx","Alka Yagnik, Arijit Singh","Agar Tum Saath Ho (From ""Tamasha"")","T-Series",27,105,1271,"13905"
105,"spotify:track:1ghcBmONc0nN8iKrCVizmg","Hasan Raheem","Adakaari","D36/Sony Music Entertainment",103,103,24,"13787"
106,"spotify:track:3K3mo4LoxPKk18oqIC3hQC","Satinder Sartaaj","Udaarian","Saga Music",97,118,104,"13506"
107,"spotify:track:6I8ImLg9xfoVRNmcV83mL6","Zain Zohaib, Adnan Dhool","Oh Sahib - Original Sountrack Of Abdullahpur Ka Devdas","Zain Zohaib",72,114,308,"13441"
108,"spotify:track:2iNqdCchlUZEgjJbQyZf8T","Kailash Kher, Paresh Kamath, Naresh Kamath","Teri Deewani","Sony Music Entertainment India Pvt. Ltd.",70,108,606,"13200"
109,"spotify:track:4bIQXffbALkCC0Xo6aTicP","Shaarib Toshi, Toshi Sabri, Sayeed Quadri","Maahi","Sony Music Entertainment India Pvt. Ltd.",58,99,230,"13163"
110,"spotify:track:0qheD9ZwdmVKu5ktHXFbb0","Madhur Sharma, Moin, ER","Andaaz e Karam","Universal Music India Pvt Ltd.",99,106,30,"13086"
111,"spotify:track:4AyKPZ1b7lUlsAOb3aG6tC","Afusic, AliSoomroMusic","Heer","Afusic",20,116,270,"13070"
112,"spotify:track:4MU4Kfkd9EnkArK2ocQyqK","Arijit Singh, Harshdeep Kaur","Zaalima","Zee Music Company",83,119,438,"13018"
113,"spotify:track:7h8GSEQy5SFPfyRZbQAKPj","Raiyan, Twinkle Thareja, raaghavan","Talwinder - Wishes - Remake","raag/havan",24,112,321,"12978"
114,"spotify:track:5WncH5iZ5GFlnXm7jKEXVP","Pritam, KK, Sayeed Quadri","Labon Ko","T-Series",85,129,247,"12895"
115,"spotify:track:4Tkb7zsDmsawB7S5TpKQV1","Atif Aslam, Shiraz Uppal","Pehli Dafa","T-Series",73,101,1238,"12845"
116,"spotify:track:6F2M6zx8uXuPo5XAVsbBiV","Maanu, Turhan James","savera","Maanu",42,111,212,"12645"
117,"spotify:track:5TZh6RFBz3PUTP56hej65q","Talhah Yunus, Talha Anjum","Afsanay","Young Stunners",25,115,1312,"12603"
118,"spotify:track:65c6VCikt7f5sAS1heoYQC","Bohemia, Sidhu Moose Wala","Same Beef","Saga Music",40,117,1016,"12535"
119,"spotify:track:1xofPJhZcfJCc66P1UAh28","Karan Aujla, Ikky","7.7 Magnitude","WM Canada",67,131,117,"12514"
120,"spotify:track:6GQK4G5o60E8YA18DGpAzv","Harshit Saxena, Sayeed Quadri","Hale Dil","T-Series",89,152,329,"12444"
121,"spotify:track:2EU1TUgOHG4NPiVdTlPSQ7","Bayaan, Sanah Moidutty, Vaibhav Pani","Tere Naal","Bayaan",43,107,358,"12427"
122,"spotify:track:61BlGSnbsC7BNPGNRHOLa1","Talwiinder, 30KEY!","Your Eyes","Talwiinder",88,133,50,"12380"
123,"spotify:track:56zZ48jdyY2oDXHVnwg5Di","Mithoon, Arijit Singh","Tum Hi Ho","T-Series",85,113,969,"12324"
124,"spotify:track:1As2Jo89VTF9V3D6GuOPr9","Gajendra Verma","Mann Mera - Original Version","Sony Music / EROS Music",57,143,169,"12302"
125,"spotify:track:2q8rYQmDCRdJlv0efz5K0n","Kaavish, Samra Khan","Baat Unkahi","Kaavish",52,124,90,"12149"
126,"spotify:track:1kKnxDBA03jTlAuZvkIB8r","Samar Jafri, Alistair Alvin","Guzaarishein (From ""Parwarish"") - Original Motion Picture Soundtrack","ARY Digital",14,138,208,"12103"
127,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",30,122,47,"12059"
128,"spotify:track:3WLJ7D5kh44K5eJ1NqZQ6W","Anuv Jain","Baarishein","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",12,121,1312,"12027"
129,"spotify:track:29m79w9xPMH4YCD6r8JSmV","AP Dhillon, Gurinder Gill, Intense","Excuses","RUN-UP RECORDS",5,136,1312,"11933"
130,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",17,130,218,"11860"
131,"spotify:track:5GTKYA7UTjPFNmIjaQ0wQ7","Kaavish","Daikho","Geo Entertainment",87,126,61,"11752"
132,"spotify:track:0FBQ4NrrHUbR9kus7rzrOj","Atif Aslam","Dil Diyan Gallan","YRF Music",77,141,1126,"11689"
133,"spotify:track:6nRGPf5tpeJtKpXZO5cgIT","Aditya Rikhari, UNPLG'd","Paro","Universal Music India Pvt Ltd.",23,123,279,"11608"
134,"spotify:track:0ShD5dxdAfDHx01sm20ybX","Atif Aslam","Meri Kahani","Tips Music Limited",105,149,56,"11553"
135,"spotify:track:5KqkyLiact4SHIsHa0c45H","Hasan Raheem, Shehryar Khan","FWM","D36/Sony Music Entertainment",46,128,61,"11534"
136,"spotify:track:1GFQthxDi4Tqe3wJ5j0G5S","Mithoon, Arijit Singh","Dhun (From ""Saiyaara"")","YRF Music",35,137,149,"11487"
137,"spotify:track:4CrU2QRv3leVXjHuExztm4","Talha Anjum, Umair","HAWA ANEY DE","Kattar Karachi Productions",68,135,21,"11417"
138,"spotify:track:7292h5pidNaLfrse63T3dQ","Shilpa Rao, Noori","Par Chanaa De (Coke Studio Season 9)","Mainstage Productions",24,144,200,"11402"
139,"spotify:track:0RWLe6Dx5cWyPuB1sw6eWf","Jasmine Sandlas, Mofusion","LAAVAN","Warner Music India",66,142,187,"11367"
140,"spotify:track:3zSSCPpLZ5Oc8nelhhGjKz","AUR","Tu hai kahan","Sony Music Middle East / South Asia",1,134,802,"11332"
141,"spotify:track:2A7uwnEzSin7nf0498AE3x","The Rish, Shilpa Rao","Barbaad Reprise - Female","YRF Music",99,140,94,"11320"
142,"spotify:track:0U8xGuKNtRz2PWVGaLjJ8V","Abdul Hannan, Hasan Raheem, Shahmeer Raza Khan","Zaalima","Abdul Hannan Music",49,146,531,"11319"
143,"spotify:track:3Kl8p2PxVf8eAayLwTxOIm","Pritam, KK, Sayeed Quadri","Dil Ibaadat","Sony Music Entertainment India Pvt. Ltd.",69,154,225,"11309"
144,"spotify:track:0C8SMUhJhFXzr4PICotjyB","AUR","Chal Diye Tum Kahan (From ""Kabhi Main Kabhi Tum"")","ARY DIGITAL",4,132,505,"11285"
145,"spotify:track:5VrLz2NUTLbPzgjuVOjxUx","Atif Aslam, Jal, Mithoon","Aadat - From ""Kalyug""","Vishesh Films",68,150,460,"11222"
146,"spotify:track:7KmCQLSSde0UX5OqCgvGN9","Karan Aujla","ANTIDOTE","Karan Aujla/Rehaan Records",29,125,503,"11207"
147,"spotify:track:6rFckZb1cuJYzsZiGHgqks","Karan Aujla, Ikky","52 Bars","Rehaan Records",29,69,700,"11153"
148,"spotify:track:1XTijOjVgekZjRXwgJ2VSE","Murtaza Qizilbash","Bhool","Soup Kitchen",148,157,9,"10970"
149,"spotify:track:6flQ5XJKj5qIhpxSHOd3jC","A.R. Rahman, Faheem Abdullah, Irshad Kamil","Aawaara Angaara","T-Series",97,148,17,"10863"
150,"spotify:track:5lKE040hUfDAKOR8HLG92p","Sachin-Jigar, Atif Aslam","Jeena Jeena","Sony Music / EROS Music",62,145,755,"10777"
151,"spotify:track:0YRpv07J0y7J73X87efpia","Maan Panu","I’m Done. - I-Popstar: Vol. 1","Warner Music India",72,160,50,"10712"
152,"spotify:track:08Isz2ETWSBhvIl8UpKYsp","Shubh","No Love","SHUBH",2,147,1305,"10698"
153,"spotify:track:1UWacd8x8tPPwmrPB1MoBI","Pritam, Arijit Singh","Ae Dil Hai Mushkil Title Track","Sony Music Entertainment India Pvt. Ltd.",96,127,665,"10667"
154,"spotify:track:18YHbIhrleUkKKj2DvEp79","Pritam, KK, Sayeed Quadri","Zara Sa","Sony Music Entertainment India Pvt. Ltd.",42,151,204,"10666"
155,"spotify:track:2mt3QHYbKBMdSTIfzSFsYH","AP Dhillon, Shinda Kahlon","By My Side","AP Dhillon",151,158,36,"10611"
156,"spotify:track:5xlYVZxEwriP6hetG7QJw7","AP Dhillon","Old Money","AP Dhillon",3,168,495,"10593"
157,"spotify:track:4yNtO1F3flXZ4v3Ry1MzuP","Umair, Abdullah Maharvi, Talha Anjum","COME THROUGH (feat. Abdullah Maharvi & Talha Anjum)","Sony Music Middle East / South Asia",8,161,598,"10570"
158,"spotify:track:4bD9z9qa4qg9BhryvYWB7c","Pritam, Tochi Raina, Rekha Bhardwaj","Kabira","T-Series",95,162,774,"10559"
159,"spotify:track:5bVmOD7UKfP2iLFUGMtdnS","Arijit Singh, Chinmayi","Mast Magan (From ""2 States)","T-Series",114,165,343,"10426"
160,"spotify:track:5zK7gzWMZlT4TUf2iN2Wjw","Osho Jain","Dekha Hi Nahi","Osho Jain",155,155,5,"10368"
161,"spotify:track:4VxTzYm00mg82MuoT35Ja7","Tyla","CHANEL","Epic",136,153,8,"10365"
162,"spotify:track:6xHPBEvcG0RQDfyTq7jc8P","Cheema Y, Gur Sidhu","Young G.O.A.T","Brown Town Music",66,159,266,"10220"
163,"spotify:track:0OLTYqD8FpjkLsxJmdWmgi","Sachet-Parampara, Sachet Tandon, Parampara Tandon, Irshad Kamil, Prashant Pandey","Humsafar (From ""Saiyaara"")","YRF Music",38,180,138,"10190"
164,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",28,173,1239,"10171"
165,"spotify:track:0dLbrlAVPPjpPqnYfmJsWk","Pritam, Atif Aslam, Alisha Chinai","Tera Hone Laga Hoon","Tips Music Limited",71,139,1272,"10167"
166,"spotify:track:2xFg6AyHkXFruGxRjy7Uzn","Karan Aujla","On Top","Karan Aujla Music",41,156,1091,"10133"
167,"spotify:track:1wQfumpCUxZf5dwx06FSTE","Baggh-e SMG, Farmaan SMG, BIG KAY SMG","NYPD","Universal Music India Pvt Ltd. – Distribution",167,190,6,"9973"
168,"spotify:track:6VOwPPenagLmIJ679Nx2ZS","Samar Jafri","Karde Karam Tu (From ""Parwarish"")","ARY Digital",16,166,148,"9966"
169,"spotify:track:6DefzsWqnwrFrmNVnJxWkS","Asim Azhar, Kunaal Vermaa","Jo Tu Na Mila","Universal Music India Pvt Ltd.",28,175,1280,"9952"
170,"spotify:track:3OLFqbd9ZeVjaUKTiaLsD6","Pritam, Javed Ali, Irshan Ashraf, Shadab, Sayeed Quadri","Tu Hi Haqeeqat","Sony Music Entertainment India Pvt. Ltd.",95,169,206,"9817"
171,"spotify:track:0gHProQhPc0YQ2pDfGuIjn","Baggh-e SMG, BIG KAY SMG, Farmaan SMG","Bexley .Road","Mass Appeal",103,170,233,"9798"
172,"spotify:track:5cF0dROlMOK5uNZtivgu50","Charlie Puth","Attention","Artist Partner",139,185,96,"9713"
173,"spotify:track:23T4WcVkvuaAEOgXr848i1","Pritam, Mustafa Zahid, Sayeed Quadri","Tera Mera Rishta","Sony Music / Vishesh Films",51,181,663,"9604"
174,"spotify:track:1ghepwZ9kWOOssgYaG2OlI","SARRB, Starboy X","Zulfaan","NorthWest Music",62,186,804,"9550"
175,"spotify:track:0CTVMS0f1YfBrM3Qsehxju","Jxggi, Sickboi","What We Do","Jxggi-Malsons",79,174,225,"9542"
176,"spotify:track:6G8vN5EUtcDxOXOXadF6kp","Vishal Mishra, Hansika Pareek, Raj Shekhar","Tum Ho Toh (From ""Saiyaara"")","YRF Music",51,177,148,"9535"
177,"spotify:track:4IIg4twkJaUIqzWExUnPaZ","Waymaker","Mafia Life Sidhu Gurbaz","Waymaker",111,187,23,"9508"
178,"spotify:track:5CTKIjMbM9rPRy8CUfckZX","Wali Bakhat Warraich","dilrubaa","Freebird Records",41,164,457,"9437"
