rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
179,"spotify:track:0ShD5dxdAfDHx01sm20ybX","Atif Aslam","Meri Kahani","Tips Music Limited",105,168,47,"8408"
180,"spotify:track:2A7uwnEzSin7nf0498AE3x","The Rish, Shilpa Rao","Barbaad Reprise - Female","YRF Music",99,178,85,"8405"
181,"spotify:track:4KUGStnJGjUuv9FjJ1hzdS","Talwiinder","Unforgettable","Talwiinder",129,189,27,"8350"
182,"spotify:track:5bVmOD7UKfP2iLFUGMtdnS","Arijit Singh, Chinmayi","Mast Magan (From ""2 States)","T-Series",114,196,334,"8344"
183,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",30,-1,38,"8329"
184,"spotify:track:1ktAfHym69UrvWIgx2qPPm","Talha Anjum, Umair","Heartbreak Kid","Mass Appeal",4,-1,267,"8320"
185,"spotify:track:2oJxsbdvHuzkQ44hoyMsis","Yo Yo Honey Singh, Simar Kaur, Alfaaz","Laal Pari (From ""Housefull 5"")","T-Series",23,180,198,"8295"
186,"spotify:track:1dFrZr9eMUsFqeag04ClqD","Dhanda Nyoliwala","Russian Bandana","Universal Music India Pvt Ltd.",13,-1,380,"8283"
187,"spotify:track:2erjvSbTPKGalbZZhPgcCL","Sidhu Moose Wala","Dawood","T-Series",128,171,78,"8230"
188,"spotify:track:5cF0dROlMOK5uNZtivgu50","Charlie Puth","Attention","Artist Partner",139,175,87,"8194"
189,"spotify:track:3KutViJ3KWOK7UXGrM0lNl","Talwiinder","Kammo Ji","Talwiinder",16,187,220,"8193"
190,"spotify:track:7geJy2YZjqHe1oOjaSyRAE","AP Dhillon","Without Me","AP Dhillon",70,179,84,"8190"
191,"spotify:track:1Er6TEtbyuW1b9QtBVkggD","Karan Aujla, Ikky","Jee Ni Lagda","WM Canada",60,183,629,"8169"
192,"spotify:track:2AilvPt1AQ8PixlCKqkjfj","Shubh","Elevated","SHUBH",23,199,1042,"8166"
193,"spotify:track:3W81Nm3KNOYUPaDHrwMzWz","SARRB, Starboy X","Kamlee","NorthWest Music",14,-1,777,"8150"
194,"spotify:track:7iQxWIYGzTkkLWlUscD4HP","Amna Riaz","Kya sach ho tum?","Amna Riaz",5,-1,146,"8122"
195,"spotify:track:46C8SmjpmFYlz07NQWy6rH","Jokhay, Asim Azhar, Talha Anjum","Rock Bottom","7111N96Ye",141,185,4,"8111"
196,"spotify:track:5KNuHsIeFtD0oukst77hBi","Roop Kumar Rathod","Maula Mere Maula","Saregama",62,-1,682,"8091"
197,"spotify:track:6FjbAnaPRPwiP3sciEYctO","Pritam, Arijit Singh","Raabta","T-Series",140,-1,151,"8059"
198,"spotify:track:2Fv2injs4qAm8mJBGaxVKU","Arijit Singh, Mithoon","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","T-Series",33,198,1245,"8038"
199,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",31,195,700,"8013"
200,"spotify:track:7wYmjZ0pDiFNlFPHtki9NK","Kaifi Khalil","Kahani Suno 2.0","Kaifi Khalil",1,-1,1208,"7984"
